target,target1,is_sick,date,area,size,speed,x_head,y_head,rotation,x_center,y_center,temperature,temperature_speed
25,m25,FALSE,11/01/20,578.52,18.65,3.3,0.48,0.2,0.23,0.41,0.22,39.65,0.03
25,m25,FALSE,11/01/20,577.59,18.65,3.29,0.48,0.2,0.22,0.41,0.22,39.66,0.03
25,m25,FALSE,11/01/20,578.02,18.67,3.27,0.48,0.19,0.22,0.41,0.22,39.66,0.03
25,m25,FALSE,11/01/20,577.96,18.66,3.27,0.48,0.19,0.23,0.41,0.22,39.66,0.03
25,m25,FALSE,11/01/20,577.25,18.66,3.26,0.48,0.19,0.23,0.41,0.21,39.66,0.03
25,m25,FALSE,11/01/20,577.23,18.66,3.25,0.49,0.19,0.22,0.41,0.21,39.66,0.02
25,m25,FALSE,11/01/20,575.29,18.61,3.26,0.48,0.18,0.22,0.41,0.21,39.66,0.02
25,m25,FALSE,11/01/20,575.64,18.63,3.25,0.48,0.18,0.22,0.41,0.21,39.65,0.02
25,m25,FALSE,11/01/20,575.96,18.65,3.25,0.48,0.18,0.22,0.41,0.21,39.65,0.02
25,m25,FALSE,11/01/20,576.47,18.68,3.25,0.48,0.18,0.22,0.41,0.21,39.65,0.02
25,m25,FALSE,11/01/20,576.52,18.68,3.25,0.48,0.18,0.22,0.41,0.21,39.65,0.02
25,m25,FALSE,11/01/20,577.07,18.71,3.25,0.49,0.18,0.22,0.41,0.21,39.65,0.02
25,m25,FALSE,11/01/20,576.58,18.7,3.25,0.49,0.18,0.22,0.41,0.21,39.65,0.02
25,m25,FALSE,11/01/20,576.19,18.68,3.25,0.49,0.18,0.23,0.41,0.21,39.66,0.02
25,m25,FALSE,11/01/20,574.95,18.66,3.25,0.49,0.18,0.23,0.41,0.21,39.65,0.02
25,m25,FALSE,11/01/20,574.06,18.65,3.25,0.49,0.18,0.23,0.41,0.21,39.65,0.02
25,m25,FALSE,11/01/20,573.6,18.65,3.25,0.49,0.18,0.23,0.41,0.21,39.64,0.02
25,m25,FALSE,11/01/20,572.2,18.63,3.26,0.49,0.18,0.23,0.41,0.21,39.64,0.02
25,m25,FALSE,11/01/20,570.99,18.62,3.26,0.49,0.18,0.23,0.41,0.21,39.64,0.02
25,m25,FALSE,11/01/20,569.88,18.6,3.26,0.49,0.18,0.23,0.41,0.21,39.63,0.02
25,m25,FALSE,11/01/20,569.98,18.62,3.26,0.49,0.18,0.23,0.41,0.21,39.63,0.02
25,m25,FALSE,11/01/20,569.72,18.62,3.26,0.48,0.18,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,569.39,18.63,3.26,0.48,0.18,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,569.03,18.63,3.27,0.48,0.18,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,568.37,18.64,3.26,0.48,0.18,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,568.9,18.66,3.26,0.49,0.18,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,568.77,18.68,3.27,0.49,0.18,0.23,0.41,0.21,39.63,0.02
25,m25,FALSE,11/01/20,568.56,18.69,3.27,0.49,0.18,0.23,0.41,0.21,39.63,0.02
25,m25,FALSE,11/01/20,568.78,18.69,3.27,0.49,0.18,0.23,0.41,0.21,39.63,0.02
25,m25,FALSE,11/01/20,567.86,18.68,3.28,0.49,0.18,0.23,0.41,0.21,39.64,0.02
25,m25,FALSE,11/01/20,567.25,18.68,3.28,0.48,0.18,0.23,0.41,0.21,39.63,0.02
25,m25,FALSE,11/01/20,567.18,18.68,3.28,0.48,0.18,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,567.04,18.7,3.28,0.48,0.18,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,566.51,18.7,3.28,0.48,0.18,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,565.86,18.7,3.28,0.48,0.17,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,565.46,18.71,3.28,0.48,0.17,0.23,0.41,0.21,39.61,0.02
25,m25,FALSE,11/01/20,564.63,18.7,3.28,0.48,0.17,0.23,0.41,0.21,39.6,0.02
25,m25,FALSE,11/01/20,564.72,18.73,3.28,0.48,0.17,0.23,0.41,0.21,39.6,0.02
25,m25,FALSE,11/01/20,564.94,18.75,3.28,0.48,0.17,0.23,0.41,0.21,39.6,0.02
25,m25,FALSE,11/01/20,565.01,18.77,3.28,0.48,0.17,0.23,0.41,0.21,39.61,0.02
25,m25,FALSE,11/01/20,564.77,18.78,3.28,0.48,0.17,0.23,0.41,0.21,39.61,0.02
25,m25,FALSE,11/01/20,564.2,18.78,3.29,0.48,0.17,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,563.97,18.79,3.29,0.48,0.17,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,564.01,18.81,3.29,0.48,0.17,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,564.33,18.81,3.29,0.48,0.17,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,564.5,18.81,3.29,0.48,0.17,0.23,0.41,0.21,39.61,0.02
25,m25,FALSE,11/01/20,565.36,18.83,3.29,0.48,0.17,0.23,0.41,0.21,39.61,0.02
25,m25,FALSE,11/01/20,566.09,18.84,3.29,0.48,0.17,0.23,0.41,0.21,39.61,0.02
25,m25,FALSE,11/01/20,566.11,18.84,3.29,0.48,0.17,0.23,0.41,0.21,39.62,0.02
25,m25,FALSE,11/01/20,566.38,18.85,3.29,0.48,0.17,0.23,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,566.85,18.86,3.29,0.48,0.17,0.23,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,567.69,18.86,3.29,0.48,0.17,0.23,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,569.11,18.88,3.29,0.48,0.17,0.23,0.41,0.21,39.61,0.01
25,m25,FALSE,11/01/20,570.16,18.89,3.29,0.48,0.17,0.23,0.41,0.21,39.61,0.01
25,m25,FALSE,11/01/20,570.75,18.91,3.29,0.48,0.17,0.23,0.41,0.21,39.61,0.01
25,m25,FALSE,11/01/20,570.57,18.94,3.26,0.49,0.17,0.23,0.41,0.2,39.62,0.01
25,m25,FALSE,11/01/20,571.64,18.95,3.26,0.49,0.17,0.22,0.41,0.2,39.61,0.01
25,m25,FALSE,11/01/20,572.14,18.95,3.26,0.49,0.17,0.22,0.41,0.2,39.61,0.01
25,m25,FALSE,11/01/20,571.76,18.95,3.26,0.49,0.17,0.22,0.41,0.2,39.62,0.01
25,m25,FALSE,11/01/20,572.72,18.97,3.26,0.49,0.17,0.22,0.41,0.2,39.61,0.01
25,m25,FALSE,11/01/20,572.99,18.98,3.25,0.49,0.17,0.22,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,573.72,18.99,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,574.05,18.99,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,573.9,18.98,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,574.16,18.98,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,574.64,18.98,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,574.68,18.97,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,574.32,18.95,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,573.55,18.93,3.25,0.49,0.17,0.23,0.41,0.21,39.63,0.01
25,m25,FALSE,11/01/20,572.66,18.92,3.25,0.49,0.17,0.23,0.41,0.21,39.63,0.02
25,m25,FALSE,11/01/20,571.47,18.89,3.25,0.49,0.17,0.23,0.41,0.21,39.64,0.02
25,m25,FALSE,11/01/20,571.38,18.87,3.25,0.49,0.17,0.23,0.41,0.21,39.63,0.02
25,m25,FALSE,11/01/20,571.78,18.87,3.25,0.48,0.17,0.23,0.41,0.21,39.63,0.02
25,m25,FALSE,11/01/20,571.32,18.84,3.25,0.48,0.17,0.23,0.41,0.21,39.63,0.02
25,m25,FALSE,11/01/20,571.34,18.82,3.26,0.48,0.17,0.23,0.41,0.21,39.63,0.01
25,m25,FALSE,11/01/20,570.63,18.8,3.26,0.48,0.17,0.23,0.41,0.21,39.63,0.01
25,m25,FALSE,11/01/20,570.94,18.79,3.47,0.48,0.18,0.24,0.41,0.21,39.62,0
25,m25,FALSE,11/01/20,571.88,18.8,3.47,0.49,0.18,0.24,0.41,0.21,39.61,0
25,m25,FALSE,11/01/20,573.13,18.81,3.72,0.49,0.18,0.24,0.41,0.21,39.61,-0.01
25,m25,FALSE,11/01/20,572,18.78,3.74,0.48,0.18,0.24,0.41,0.21,39.61,-0.01
25,m25,FALSE,11/01/20,571.54,18.8,3.97,0.49,0.18,0.24,0.41,0.21,39.62,0.01
25,m25,FALSE,11/01/20,573.04,18.81,4.03,0.48,0.18,0.24,0.41,0.22,39.62,0.01
25,m25,FALSE,11/01/20,574.73,18.83,4.07,0.48,0.18,0.25,0.41,0.22,39.62,0.01
25,m25,FALSE,11/01/20,574.52,18.82,4.06,0.48,0.19,0.25,0.41,0.22,39.61,0.01
25,m25,FALSE,11/01/20,576.14,18.84,4.2,0.49,0.19,0.25,0.41,0.22,39.62,0
25,m25,FALSE,11/01/20,577.66,18.85,4.19,0.49,0.19,0.25,0.41,0.22,39.63,0.01
25,m25,FALSE,11/01/20,578.6,18.78,4.19,0.49,0.19,0.25,0.41,0.23,39.63,0
25,m25,FALSE,11/01/20,579.43,18.72,4.19,0.49,0.2,0.25,0.41,0.23,39.64,0
25,m25,FALSE,11/01/20,579.54,18.66,4.19,0.49,0.2,0.25,0.42,0.23,39.64,0
25,m25,FALSE,11/01/20,580.87,18.65,4.19,0.49,0.2,0.25,0.42,0.23,39.65,0
25,m25,FALSE,11/01/20,581.76,18.65,4.19,0.49,0.2,0.25,0.42,0.23,39.65,0
25,m25,FALSE,11/01/20,582.33,18.57,4.19,0.49,0.2,0.25,0.42,0.24,39.67,0
25,m25,FALSE,11/01/20,582.58,18.5,4.19,0.49,0.21,0.25,0.42,0.24,39.68,0
25,m25,FALSE,11/01/20,583.01,18.43,4.19,0.49,0.21,0.25,0.42,0.24,39.69,0
25,m25,FALSE,11/01/20,583.57,18.36,4.19,0.49,0.21,0.25,0.42,0.24,39.7,0
25,m25,FALSE,11/01/20,585.04,18.29,4.2,0.49,0.21,0.25,0.42,0.25,39.69,0
25,m25,FALSE,11/01/20,586.66,18.23,4.19,0.49,0.21,0.25,0.42,0.25,39.69,0
25,m25,FALSE,11/01/20,588.2,18.26,4.57,0.49,0.22,0.25,0.42,0.25,39.69,0.02
25,m25,FALSE,11/01/20,590.08,18.29,4.57,0.49,0.22,0.25,0.43,0.25,39.69,0.02
25,m25,FALSE,11/01/20,590.44,18.22,4.59,0.49,0.22,0.25,0.43,0.25,39.7,0.02
25,m25,FALSE,11/01/20,591.02,18.21,4.59,0.49,0.22,0.25,0.43,0.26,39.7,0.02
25,m25,FALSE,11/01/20,591.15,18.18,4.59,0.49,0.23,0.25,0.43,0.26,39.7,0.02
25,m25,FALSE,11/01/20,591.65,18.18,4.93,0.49,0.23,0.25,0.43,0.26,39.7,0.02
25,m25,FALSE,11/01/20,592.94,18.19,4.97,0.49,0.23,0.25,0.43,0.26,39.69,0.02
25,m25,FALSE,11/01/20,594.48,18.23,4.97,0.5,0.23,0.25,0.43,0.26,39.7,0.02
25,m25,FALSE,11/01/20,594.38,18.22,4.97,0.49,0.23,0.25,0.43,0.27,39.69,0.01
25,m25,FALSE,11/01/20,595.16,18.17,5.13,0.5,0.24,0.25,0.43,0.27,39.69,0
25,m25,FALSE,11/01/20,595.08,18.14,5.15,0.49,0.23,0.26,0.43,0.27,39.68,0
25,m25,FALSE,11/01/20,597.68,18.2,5.35,0.49,0.24,0.26,0.43,0.27,39.69,0
25,m25,FALSE,11/01/20,599,18.23,5.34,0.49,0.23,0.26,0.43,0.27,39.69,0
25,m25,FALSE,11/01/20,600.74,18.25,5.34,0.49,0.23,0.26,0.43,0.27,39.68,0
25,m25,FALSE,11/01/20,602.67,18.27,5.34,0.49,0.23,0.26,0.43,0.27,39.68,0
25,m25,FALSE,11/01/20,604.46,18.3,5.34,0.49,0.23,0.26,0.43,0.27,39.68,0
25,m25,FALSE,11/01/20,606.06,18.31,5.34,0.49,0.24,0.26,0.43,0.27,39.67,0
25,m25,FALSE,11/01/20,606.9,18.31,5.35,0.49,0.24,0.26,0.43,0.27,39.67,0
25,m25,FALSE,11/01/20,606.66,18.3,5.82,0.49,0.24,0.26,0.43,0.27,39.66,0
25,m25,FALSE,11/01/20,606.56,18.3,5.82,0.49,0.24,0.26,0.43,0.27,39.66,0
25,m25,FALSE,11/01/20,609.15,18.33,5.83,0.49,0.24,0.26,0.43,0.28,39.66,0
25,m25,FALSE,11/01/20,610.84,18.27,5.85,0.49,0.24,0.26,0.43,0.28,39.65,0
25,m25,FALSE,11/01/20,610.6,18.25,5.85,0.49,0.25,0.26,0.43,0.28,39.66,0
25,m25,FALSE,11/01/20,610.27,18.24,5.87,0.49,0.24,0.27,0.43,0.28,39.67,0.01
25,m25,FALSE,11/01/20,610.5,18.23,5.87,0.5,0.24,0.27,0.43,0.28,39.68,0.01
25,m25,FALSE,11/01/20,610.82,18.24,5.87,0.5,0.25,0.27,0.43,0.28,39.68,0.01
25,m25,FALSE,11/01/20,610.98,18.23,5.87,0.5,0.24,0.27,0.43,0.28,39.69,0.01
25,m25,FALSE,11/01/20,610.04,18.22,5.86,0.49,0.24,0.27,0.43,0.28,39.69,0.01
25,m25,FALSE,11/01/20,610.74,18.22,5.86,0.49,0.24,0.27,0.43,0.28,39.68,0.01
25,m25,FALSE,11/01/20,611.46,18.22,5.85,0.49,0.24,0.27,0.43,0.28,39.67,0.01
25,m25,FALSE,11/01/20,612.48,18.22,5.86,0.49,0.24,0.27,0.43,0.28,39.67,0.01
25,m25,FALSE,11/01/20,611.98,18.22,5.87,0.49,0.24,0.27,0.43,0.28,39.67,0.01
25,m25,FALSE,11/01/20,612.54,18.21,5.87,0.49,0.24,0.26,0.43,0.28,39.67,0.01
25,m25,FALSE,11/01/20,613.73,18.22,5.87,0.49,0.24,0.26,0.43,0.28,39.66,0.01
25,m25,FALSE,11/01/20,614.94,18.24,5.87,0.49,0.24,0.26,0.43,0.28,39.66,0.01
25,m25,FALSE,11/01/20,615.3,18.24,5.88,0.49,0.25,0.27,0.43,0.28,39.66,0.01
25,m25,FALSE,11/01/20,617.31,18.27,5.86,0.49,0.24,0.27,0.43,0.28,39.66,0.01
25,m25,FALSE,11/01/20,616.39,18.24,5.83,0.49,0.24,0.27,0.42,0.28,39.66,0.01
25,m25,FALSE,11/01/20,615.92,18.26,6.03,0.49,0.24,0.27,0.42,0.27,39.65,0.01
25,m25,FALSE,11/01/20,616.48,18.26,6.03,0.48,0.24,0.27,0.42,0.27,39.64,0.01
25,m25,FALSE,11/01/20,616.34,18.26,5.99,0.48,0.24,0.27,0.42,0.27,39.64,0.01
25,m25,FALSE,11/01/20,615.7,18.26,5.97,0.48,0.24,0.27,0.42,0.27,39.63,0.01
25,m25,FALSE,11/01/20,615.88,18.27,5.97,0.48,0.24,0.27,0.42,0.27,39.62,0
25,m25,FALSE,11/01/20,616.96,18.27,5.95,0.48,0.24,0.27,0.41,0.27,39.62,0.01
25,m25,FALSE,11/01/20,617.25,18.28,5.95,0.48,0.24,0.27,0.41,0.27,39.62,0.01
25,m25,FALSE,11/01/20,617.28,18.3,5.95,0.48,0.24,0.27,0.41,0.27,39.61,0.01
25,m25,FALSE,11/01/20,617.62,18.31,5.94,0.47,0.24,0.27,0.41,0.27,39.6,0.01
25,m25,FALSE,11/01/20,618.16,18.32,5.94,0.47,0.24,0.27,0.41,0.27,39.59,0.01
25,m25,FALSE,11/01/20,619.03,18.34,5.93,0.47,0.24,0.27,0.41,0.27,39.58,0.01
25,m25,FALSE,11/01/20,619.81,18.37,5.93,0.47,0.24,0.27,0.41,0.27,39.56,0.01
25,m25,FALSE,11/01/20,619.66,18.38,5.93,0.47,0.24,0.27,0.41,0.27,39.56,0.02
25,m25,FALSE,11/01/20,619.99,18.4,5.91,0.47,0.24,0.26,0.4,0.27,39.56,0.02
25,m25,FALSE,11/01/20,619.07,18.38,5.87,0.47,0.24,0.26,0.4,0.27,39.56,0.02
25,m25,FALSE,11/01/20,620.62,18.39,5.87,0.47,0.24,0.26,0.4,0.27,39.55,0.03
25,m25,FALSE,11/01/20,619.62,18.39,5.84,0.47,0.24,0.25,0.4,0.27,39.55,0.03
25,m25,FALSE,11/01/20,618.74,18.38,5.84,0.47,0.24,0.25,0.4,0.27,39.55,0.03
25,m25,FALSE,11/01/20,618.18,18.38,5.84,0.47,0.24,0.25,0.4,0.27,39.55,0.03
25,m25,FALSE,11/01/20,618.56,18.39,5.82,0.47,0.24,0.25,0.4,0.27,39.54,0.02
25,m25,FALSE,11/01/20,619.3,18.41,5.82,0.47,0.24,0.25,0.4,0.27,39.54,0.03
25,m25,FALSE,11/01/20,618.8,18.41,5.82,0.47,0.24,0.25,0.4,0.26,39.54,0.03
25,m25,FALSE,11/01/20,620.11,18.45,6.14,0.47,0.24,0.26,0.4,0.26,39.54,0.03
25,m25,FALSE,11/01/20,620.32,18.47,6.1,0.47,0.24,0.25,0.4,0.26,39.53,0.03
25,m25,FALSE,11/01/20,619.38,18.46,6.1,0.47,0.24,0.25,0.4,0.26,39.53,0.03
25,m25,FALSE,11/01/20,618.98,18.47,6.09,0.47,0.23,0.25,0.4,0.26,39.53,0.03
25,m25,FALSE,11/01/20,619.52,18.48,6.1,0.47,0.23,0.25,0.4,0.26,39.53,0.03
25,m25,FALSE,11/01/20,620.3,18.48,6.07,0.47,0.23,0.24,0.4,0.26,39.52,0.03
25,m25,FALSE,11/01/20,623.12,18.51,6.07,0.47,0.23,0.24,0.4,0.26,39.53,0.03
25,m25,FALSE,11/01/20,626.41,18.54,6.06,0.47,0.23,0.24,0.4,0.26,39.51,0.03
25,m25,FALSE,11/01/20,628.31,18.57,6.06,0.47,0.23,0.24,0.4,0.26,39.51,0.03
25,m25,FALSE,11/01/20,627.8,18.58,6.06,0.47,0.23,0.24,0.39,0.26,39.5,0.03
25,m25,FALSE,11/01/20,627.14,18.59,6.06,0.47,0.23,0.24,0.4,0.26,39.49,0.03
25,m25,FALSE,11/01/20,625.67,18.61,6.12,0.47,0.23,0.24,0.4,0.26,39.48,0.01
25,m25,FALSE,11/01/20,625.39,18.61,6.12,0.47,0.23,0.24,0.4,0.26,39.48,0.02
25,m25,FALSE,11/01/20,625.27,18.61,6.16,0.47,0.23,0.24,0.4,0.26,39.48,0.01
25,m25,FALSE,11/01/20,625.17,18.6,6.16,0.47,0.23,0.24,0.4,0.26,39.47,0.01
25,m25,FALSE,11/01/20,622.27,18.56,6.12,0.47,0.23,0.24,0.4,0.26,39.49,0.02
25,m25,FALSE,11/01/20,622.12,18.57,5.94,0.47,0.24,0.24,0.4,0.26,39.49,0.02
25,m25,FALSE,11/01/20,623.18,18.59,5.95,0.47,0.24,0.24,0.4,0.27,39.49,0.02
25,m25,FALSE,11/01/20,624,18.6,5.95,0.47,0.24,0.24,0.4,0.27,39.48,0.02
25,m25,FALSE,11/01/20,625.24,18.6,5.99,0.47,0.24,0.24,0.4,0.27,39.47,0.02
25,m25,FALSE,11/01/20,627.36,18.63,5.99,0.47,0.25,0.24,0.4,0.27,39.47,0.02
25,m25,FALSE,11/01/20,627.7,18.64,6,0.47,0.25,0.25,0.4,0.27,39.47,0.02
25,m25,FALSE,11/01/20,628.24,18.67,6,0.47,0.25,0.25,0.4,0.28,39.46,0.02
25,m25,FALSE,11/01/20,629.74,18.67,6,0.47,0.25,0.25,0.4,0.28,39.46,0.02
25,m25,FALSE,11/01/20,631.88,18.69,6,0.47,0.25,0.25,0.4,0.28,39.46,0.02
25,m25,FALSE,11/01/20,632.19,18.68,5.95,0.47,0.25,0.25,0.4,0.28,39.45,0.01
25,m25,FALSE,11/01/20,633.5,18.69,5.94,0.47,0.26,0.25,0.4,0.28,39.45,0.02
25,m25,FALSE,11/01/20,635.01,18.71,5.94,0.47,0.26,0.25,0.4,0.28,39.44,0.02
25,m25,FALSE,11/01/20,637.09,18.73,5.96,0.47,0.26,0.25,0.4,0.29,39.44,0.02
25,m25,FALSE,11/01/20,637.22,18.72,5.96,0.47,0.27,0.25,0.4,0.29,39.44,0.03
25,m25,FALSE,11/01/20,638.87,18.7,5.81,0.47,0.27,0.24,0.4,0.29,39.43,0.02
25,m25,FALSE,11/01/20,640.82,18.71,5.82,0.47,0.27,0.24,0.4,0.29,39.44,0.03
25,m25,FALSE,11/01/20,640.52,18.7,5.84,0.47,0.27,0.24,0.4,0.29,39.45,0.04
25,m25,FALSE,11/01/20,640.34,18.67,5.84,0.46,0.27,0.24,0.4,0.3,39.44,0.04
25,m25,FALSE,11/01/20,638.01,18.64,5.85,0.46,0.27,0.24,0.4,0.3,39.43,0.05
25,m25,FALSE,11/01/20,637.17,18.64,5.84,0.46,0.27,0.24,0.4,0.3,39.44,0.05
25,m25,FALSE,11/01/20,637.35,18.65,5.83,0.46,0.27,0.24,0.4,0.3,39.45,0.04
25,m25,FALSE,11/01/20,637.19,18.64,5.79,0.46,0.27,0.23,0.39,0.29,39.45,0.04
25,m25,FALSE,11/01/20,636.6,18.63,5.78,0.46,0.27,0.23,0.39,0.29,39.45,0.04
25,m25,FALSE,11/01/20,636.19,18.62,5.78,0.46,0.27,0.23,0.39,0.29,39.45,0.04
25,m25,FALSE,11/01/20,636.82,18.61,5.72,0.46,0.27,0.23,0.39,0.29,39.45,0.03
25,m25,FALSE,11/01/20,636.68,18.58,5.71,0.46,0.27,0.23,0.39,0.29,39.45,0.03
25,m25,FALSE,11/01/20,636.94,18.58,5.71,0.45,0.27,0.23,0.39,0.29,39.45,0.03
25,m25,FALSE,11/01/20,638.2,18.59,5.52,0.45,0.26,0.22,0.39,0.29,39.45,0.02
25,m25,FALSE,11/01/20,639.41,18.58,5.5,0.45,0.26,0.22,0.39,0.29,39.45,0.02
25,m25,FALSE,11/01/20,640.68,18.6,5.5,0.45,0.26,0.22,0.39,0.29,39.45,0.02
25,m25,FALSE,11/01/20,640.81,18.62,5.5,0.45,0.26,0.22,0.39,0.28,39.45,0.02
25,m25,FALSE,11/02/20,640.58,18.61,5.5,0.45,0.26,0.22,0.38,0.28,39.45,0.02
25,m25,FALSE,11/02/20,640.26,18.6,5.5,0.45,0.26,0.22,0.38,0.28,39.45,0.02
25,m25,FALSE,11/02/20,639.66,18.59,5.5,0.45,0.26,0.22,0.38,0.28,39.44,0.02
25,m25,FALSE,11/02/20,638.69,18.58,5.5,0.45,0.26,0.22,0.38,0.28,39.44,0.02
25,m25,FALSE,11/02/20,636.78,18.54,5.5,0.45,0.26,0.22,0.38,0.28,39.45,0.02
25,m25,FALSE,11/02/20,635.91,18.52,5.5,0.45,0.26,0.22,0.38,0.28,39.46,0.02
25,m25,FALSE,11/02/20,635.8,18.52,5.5,0.45,0.26,0.22,0.38,0.28,39.46,0.02
25,m25,FALSE,11/02/20,634.77,18.52,5.5,0.45,0.26,0.22,0.38,0.28,39.46,0.02
25,m25,FALSE,11/02/20,633.71,18.51,5.5,0.45,0.25,0.22,0.38,0.28,39.45,0.02
25,m25,FALSE,11/02/20,633.06,18.51,5.5,0.45,0.25,0.22,0.38,0.28,39.45,0.02
25,m25,FALSE,11/02/20,634.29,18.54,5.37,0.44,0.25,0.22,0.38,0.27,39.45,0.03
25,m25,FALSE,11/02/20,634.12,18.54,5.37,0.44,0.25,0.22,0.38,0.27,39.46,0.03
25,m25,FALSE,11/02/20,635.78,18.58,5.37,0.44,0.25,0.22,0.38,0.27,39.45,0.02
25,m25,FALSE,11/02/20,635.45,18.58,5.37,0.44,0.25,0.22,0.38,0.27,39.45,0.02
25,m25,FALSE,11/02/20,634.78,18.58,5.37,0.44,0.25,0.22,0.38,0.27,39.45,0.02
25,m25,FALSE,11/02/20,634.21,18.58,5.38,0.44,0.25,0.22,0.38,0.27,39.45,0.02
25,m25,FALSE,11/02/20,633.26,18.56,5.37,0.44,0.24,0.23,0.38,0.27,39.45,0.02
25,m25,FALSE,11/02/20,634.22,18.55,5.38,0.44,0.25,0.23,0.38,0.27,39.46,0.02
25,m25,FALSE,11/02/20,633.17,18.52,5.38,0.44,0.25,0.23,0.37,0.27,39.45,0.02
25,m25,FALSE,11/02/20,632.63,18.51,5.24,0.44,0.24,0.22,0.37,0.27,39.45,0.02
25,m25,FALSE,11/02/20,633.47,18.58,5.07,0.44,0.24,0.22,0.37,0.26,39.45,0.02
25,m25,FALSE,11/02/20,633.34,18.59,5.06,0.44,0.24,0.21,0.37,0.26,39.45,0.01
25,m25,FALSE,11/02/20,632.54,18.58,5.07,0.44,0.24,0.21,0.37,0.26,39.45,0.01
25,m25,FALSE,11/02/20,634.39,18.61,5.07,0.43,0.24,0.22,0.37,0.26,39.44,0.01
25,m25,FALSE,11/02/20,634.78,18.62,5.07,0.44,0.24,0.21,0.37,0.26,39.45,0.02
25,m25,FALSE,11/02/20,634.2,18.63,4.69,0.44,0.24,0.21,0.37,0.26,39.45,0.01
25,m25,FALSE,11/02/20,634.95,18.62,4.67,0.44,0.24,0.21,0.37,0.26,39.45,0.01
25,m25,FALSE,11/02/20,634.23,18.6,4.68,0.44,0.23,0.21,0.37,0.25,39.45,0.01
25,m25,FALSE,11/02/20,634.6,18.59,4.68,0.44,0.23,0.21,0.37,0.25,39.46,0.01
25,m25,FALSE,11/02/20,635.42,18.59,4.67,0.44,0.23,0.21,0.37,0.25,39.47,0.01
25,m25,FALSE,11/02/20,636.89,18.66,4.68,0.44,0.23,0.21,0.37,0.25,39.46,0.01
25,m25,FALSE,11/02/20,637.81,18.63,4.63,0.44,0.23,0.21,0.37,0.25,39.46,0
25,m25,FALSE,11/02/20,636.77,18.61,4.58,0.44,0.23,0.21,0.37,0.25,39.45,0.01
25,m25,FALSE,11/02/20,635.29,18.6,4.6,0.44,0.22,0.21,0.37,0.25,39.46,0
25,m25,FALSE,11/02/20,634.93,18.59,4.58,0.44,0.22,0.21,0.37,0.25,39.46,0
25,m25,FALSE,11/02/20,633.9,18.58,4.58,0.44,0.22,0.21,0.37,0.24,39.46,0
25,m25,FALSE,11/02/20,635.94,18.6,4.57,0.44,0.22,0.21,0.37,0.24,39.46,0
25,m25,FALSE,11/02/20,637.83,18.63,4.57,0.44,0.22,0.21,0.37,0.24,39.45,0
25,m25,FALSE,11/02/20,636.13,18.6,4.58,0.44,0.22,0.21,0.37,0.24,39.46,0
25,m25,FALSE,11/02/20,634.77,18.58,4.59,0.44,0.22,0.21,0.37,0.24,39.45,0
25,m25,FALSE,11/02/20,634.41,18.58,4.59,0.44,0.22,0.21,0.37,0.24,39.44,-0.01
25,m25,FALSE,11/02/20,633.62,18.59,4.59,0.44,0.22,0.21,0.37,0.24,39.44,-0.01
25,m25,FALSE,11/02/20,633.39,18.61,4.59,0.45,0.22,0.21,0.38,0.24,39.44,-0.01
25,m25,FALSE,11/02/20,633.04,18.63,4.59,0.45,0.22,0.21,0.38,0.24,39.45,-0.01
25,m25,FALSE,11/02/20,631.66,18.61,4.59,0.45,0.22,0.21,0.38,0.24,39.45,0
25,m25,FALSE,11/02/20,630.65,18.6,4.59,0.45,0.22,0.21,0.38,0.24,39.46,0
