target,target1,date,is_sick,area,size,speed,x_head,y_head,rotation,x_center,y_center,temperature,temperature_speed
25,m25,10/21/20,FALSE,1068,24,4.57,0.84,0.15,0.23,0.9,0.41,37.31,-1.99
25,m25,10/21/20,FALSE,996.5,22,5.69,0.83,0.15,0.19,0.9,0.38,37.46,-0.51
25,m25,10/21/20,FALSE,768.5,19,1.08,0.93,0.1,0.11,0.88,0.31,39.6,1.45
25,m25,10/21/20,FALSE,896.5,20,0.63,0.95,0.08,0,0.89,0.29,38.28,0.04
25,m25,10/21/20,FALSE,856,22,0.28,0.93,0.06,0.26,0.89,0.31,38.61,-0.04
25,m25,10/21/20,FALSE,779.5,23,0.45,0.93,-0.02,0,0.87,0.24,38.05,-0.17
25,m25,10/21/20,FALSE,765.5,19,0.63,0.89,0.13,0.17,0.87,0.36,38.61,-0.1
25,m25,10/21/20,FALSE,693.5,21,1,0.93,0.01,0.22,0.9,0.26,39.15,1.58
25,m25,10/21/20,FALSE,974,22,8.8,0.88,-0.02,0.38,0.89,0.25,37.29,-3.01
25,m25,10/21/20,FALSE,1132.5,24,0.45,1,0.34,0.28,0.88,0.24,37.69,-0.44
25,m25,10/21/20,FALSE,746,20,3.94,0.98,0.47,0.36,0.9,0.3,40.18,-1.26
25,m25,10/21/20,FALSE,546.5,15,1.08,0.82,0.1,0,0.88,0.24,39.39,0.17
25,m25,10/21/20,FALSE,659.5,21,1.72,0.95,0.43,0.22,0.87,0.24,39.52,0.01
25,m25,10/21/20,FALSE,1035.5,19,16.2,0.85,0.11,1.74,0.91,0.3,37.5,-3.5
25,m25,10/21/20,FALSE,695,17,0.8,0.8,-0.02,0,0.86,0.15,38.96,-0.09
25,m25,10/21/20,FALSE,676.5,17,0.45,0.8,0.17,0.24,0.86,0.32,39.49,0.06
25,m25,10/21/20,FALSE,459.5,15,0.45,0.86,0.05,0,0.88,0.24,38.82,-0.14
25,m25,10/21/20,FALSE,785,18,0.28,0.81,0.14,0,0.86,0.34,37.29,-0.02
25,m25,10/21/20,FALSE,740.5,16,3.49,0.8,0.21,0.21,0.86,0.35,37.07,-0.25
25,m25,10/21/20,FALSE,673.5,19,0.45,0.87,0.08,0,0.88,0.31,38.37,0
25,m25,10/21/20,FALSE,701,20,0.4,0.87,0.05,0,0.88,0.3,38.41,-0.09
25,m25,10/21/20,FALSE,1091,24,0.8,0.9,0.17,0.28,0.79,0.35,37.09,-0.79
25,m25,10/21/20,FALSE,747,17,107.69,0.81,0.51,0.83,0.74,0.65,38.31,-0.57
25,m25,10/21/20,FALSE,749,22,3.21,0.95,0.09,0.28,0.88,0.31,38.22,0.17
25,m25,10/21/20,FALSE,432,18,3.49,0.76,0.4,0.14,0.66,0.4,39.09,1.15
25,m25,10/21/20,FALSE,530.5,23,3.54,0.78,0.34,0,0.66,0.41,40.94,0.95
25,m25,10/21/20,FALSE,573.5,20,49.43,0.43,0.35,0.96,0.37,0.15,39.57,-1.71
25,m25,10/21/20,FALSE,641.5,17,1.46,0.76,0.18,0,0.82,0.34,38.15,-0.26
25,m25,10/21/20,FALSE,508,15,1.89,0.77,0.2,0,0.81,0.36,40.38,0.28
25,m25,10/21/20,FALSE,621.5,16,0.2,0.76,0.18,0,0.8,0.36,38.09,0.04
25,m25,10/21/20,FALSE,280,13,1.79,0.86,0.36,0,0.81,0.25,40.66,-0.17
25,m25,10/21/20,FALSE,482.5,14,1.34,0.77,0.14,0,0.82,0.29,38.6,-0.24
25,m25,10/21/20,FALSE,321,13,0.2,0.87,0.32,0.18,0.8,0.26,39.66,0
25,m25,10/21/20,FALSE,559,16,1.72,0.78,0.2,0.21,0.83,0.36,38.9,0.96
25,m25,10/21/20,FALSE,762,16,0.8,0.79,0.1,0,0.81,0.3,38.01,-0.02
25,m25,10/21/20,FALSE,645,16,0.45,0.78,0.08,0.22,0.82,0.26,39.26,-0.32
25,m25,10/21/20,FALSE,933.5,20,0.85,0.83,0.04,0,0.83,0.29,37.19,-0.17
25,m25,10/21/20,FALSE,777.5,18,0.72,0.83,0.05,0,0.83,0.28,37.21,-0.02
25,m25,10/21/20,FALSE,523.5,14,0.45,0.79,0.1,0,0.79,0.28,39.07,0.04
25,m25,10/21/20,FALSE,894.5,18,1.65,0.8,0.05,0,0.81,0.28,37.07,-0.06
25,m25,10/21/20,FALSE,421,12,0.2,0.77,0.13,0.38,0.8,0.26,38.63,-0.1
25,m25,10/21/20,FALSE,389,13,0.8,0.75,0.13,0.06,0.8,0.25,38.65,0
25,m25,10/21/20,FALSE,782,21,6.53,0.78,0.1,0.27,0.83,0.34,37.78,-0.99
25,m25,10/21/20,FALSE,1038.5,23,3.33,0.86,0.01,0.17,0.76,0.19,37.31,0.14
25,m25,10/21/20,FALSE,704.5,19,4.42,0.91,0.15,0.26,0.81,0.12,37.52,0.47
25,m25,10/21/20,FALSE,660.5,18,1.7,0.88,0.11,0,0.78,0.12,38.58,-0.19
25,m25,10/21/20,FALSE,304,16,1.81,0.84,-0.02,0.28,0.76,0.09,39.81,1.76
25,m25,10/21/20,FALSE,766,20,0.28,0.85,0.3,0,0.76,0.16,37.32,-0.48
25,m25,10/21/20,FALSE,620.5,19,0.57,0.85,0.33,0.16,0.77,0.18,38.43,-0.03
25,m25,10/21/20,FALSE,812.5,20,0.28,0.88,0.3,0.21,0.79,0.16,37.31,0
25,m25,10/21/20,FALSE,829,20,0.28,0.89,0.26,0.3,0.79,0.16,37.31,0.18
25,m25,10/21/20,FALSE,887,20,1.28,0.91,0.1,0.2,0.81,0.16,37.27,-0.23
25,m25,10/21/20,FALSE,607.5,27,8.35,1,0.23,0.41,0.86,0.2,39.37,1.26
25,m25,10/21/20,FALSE,838,21,3.62,0.92,0.15,0.37,0.8,0.12,37.48,-0.27
25,m25,10/21/20,FALSE,436,16,0.72,0.74,-0.02,0.15,0.68,0.12,41.01,0.22
25,m25,10/21/20,FALSE,671,18,0.28,0.79,0.21,0.33,0.69,0.21,39.02,-0.04
25,m25,10/21/20,FALSE,510,17,0.45,0.76,0.15,0,0.67,0.19,39.02,-0.02
25,m25,10/21/20,FALSE,409.5,15,0,0.73,0.21,0.28,0.65,0.2,40.32,0.06
25,m25,10/21/20,FALSE,482.5,17,0.57,0.75,0.12,0.1,0.67,0.22,40.1,0.04
25,m25,10/21/20,FALSE,432.5,16,0.72,0.75,0.11,0.35,0.68,0.21,41.04,0.14
25,m25,10/21/20,FALSE,451,16,1.41,0.76,0.15,0,0.67,0.21,40.86,0.2
25,m25,10/21/20,FALSE,745.5,18,3.49,0.81,0.17,0.93,0.73,0.3,40.43,0.03
25,m25,10/21/20,FALSE,620,16,0.57,0.71,-0.02,0,0.73,0.18,39.92,-0.26
25,m25,10/21/20,FALSE,646,16,1.56,0.7,-0.02,0.28,0.69,0.18,38.82,-0.65
25,m25,10/21/20,FALSE,761,19,0.72,0.8,0.02,0,0.72,0.18,40.94,-0.54
25,m25,10/21/20,FALSE,395,14,0,0.76,-0.01,0.1,0.7,0.1,39.43,-0.13
25,m25,10/21/20,FALSE,703.5,16,1.46,0.7,-0.02,0.22,0.73,0.18,39.01,0.51
25,m25,10/21/20,FALSE,970.5,21,0,0.76,0.21,0.21,0.65,0.15,39.95,-0.09
25,m25,10/21/20,FALSE,1020,21,1.22,0.75,0.12,0,0.64,0.18,40.03,-0.05
25,m25,10/21/20,FALSE,952.5,22,0.4,0.75,0.02,0.2,0.65,0.18,39.04,-0.07
25,m25,10/21/20,FALSE,953.5,23,1.08,0.75,0,0,0.64,0.18,38.82,-0.09
25,m25,10/21/20,FALSE,902.5,22,0.8,0.74,0.02,0,0.64,0.2,41.37,0.02
25,m25,10/21/20,FALSE,919,20,0.82,0.72,-0.02,0.06,0.66,0.19,39.37,-0.12
25,m25,10/21/20,FALSE,944.5,21,1.02,0.73,-0.02,0.25,0.66,0.19,40.06,-0.06
25,m25,10/21/20,FALSE,1093.5,22,0.2,0.75,0.03,0.18,0.65,0.19,39.24,-0.02
25,m25,10/21/20,FALSE,959.5,22,0.2,0.75,0.04,0.18,0.65,0.19,39.28,0.04
25,m25,10/21/20,FALSE,1017.5,23,0.82,0.75,0.04,0,0.64,0.19,39.31,-0.17
25,m25,10/21/20,FALSE,419,13,2,0.75,-0.02,0.22,0.71,0.12,39.51,-0.3
25,m25,10/21/20,FALSE,457.5,15,0.57,0.78,-0.02,0.08,0.72,0.12,39.84,-0.1
25,m25,10/21/20,FALSE,674,17,1.34,0.73,0.17,0.24,0.63,0.12,40.77,0.49
25,m25,10/21/20,FALSE,849.5,20,0.2,0.72,0.07,0,0.61,0.15,40.15,0.09
25,m25,10/21/20,FALSE,1116.5,20,0.82,0.67,-0.02,0.27,0.61,0.19,38.76,-0.15
25,m25,10/21/20,FALSE,1012,18,0.2,0.62,-0.02,0.19,0.61,0.2,39.2,-0.04
25,m25,10/21/20,FALSE,971.5,19,0.63,0.61,-0.02,0.24,0.62,0.21,38.91,0.18
25,m25,10/21/20,FALSE,803,20,0.57,0.61,-0.02,0.27,0.62,0.22,39.26,-0.02
25,m25,10/21/20,FALSE,833,19,0.28,0.66,-0.02,0.16,0.64,0.21,39.8,-0.19
25,m25,10/21/20,FALSE,549,16,9.85,0.72,-0.01,0.42,0.67,0.15,38.56,-2.08
25,m25,10/21/20,FALSE,1021.5,21,17.16,0.79,0.4,0,0.87,0.59,38.46,-1.01
25,m25,10/21/20,FALSE,789,16,0.4,0.57,-0.01,0,0.6,0.18,41.19,0.71
25,m25,10/21/20,FALSE,984,20,0.45,0.69,-0.01,0,0.62,0.19,38.27,-0.01
25,m25,10/21/20,FALSE,1006,23,1.41,0.71,-0.02,0,0.62,0.19,38.58,-0.05
25,m25,10/21/20,FALSE,1064.5,25,1.46,0.74,-0.01,0.07,0.63,0.18,38.41,0.11
25,m25,10/21/20,FALSE,982,24,1.41,0.74,-0.01,0,0.63,0.16,38.47,0.2
25,m25,10/21/20,FALSE,945.5,23,0.45,0.73,-0.01,0.04,0.63,0.16,38.51,-0.12
25,m25,10/22/20,FALSE,920.5,24,0.6,0.75,0,0,0.63,0.15,38.27,0.15
25,m25,10/22/20,FALSE,1146,22,0.57,0.68,-0.01,0,0.62,0.22,40.25,-0.07
25,m25,10/22/20,FALSE,1056,20,0.45,0.66,-0.02,0.16,0.62,0.21,39.62,-0.13
25,m25,10/22/20,FALSE,627,15,1,0.59,-0.02,0.33,0.63,0.15,42.85,0.24
25,m25,10/22/20,FALSE,980,20,0.72,0.65,-0.02,0.23,0.62,0.22,39.79,-0.01
25,m25,10/22/20,FALSE,635,17,0.4,0.74,0.1,0.29,0.65,0.12,40.32,0.04
25,m25,10/22/20,FALSE,962,19,0.28,0.66,-0.02,0,0.61,0.19,39.38,-0.02
25,m25,10/22/20,FALSE,674.5,18,0.63,0.73,0.17,0.24,0.63,0.21,38.73,0.04
25,m25,10/22/20,FALSE,860.5,23,23.84,0.74,0.32,0.57,0.63,0.16,38.54,-1.45
25,m25,10/22/20,FALSE,742.5,16,2.83,0.62,-0.02,0.47,0.61,0.18,40.26,0.09
25,m25,10/22/20,FALSE,596,18,3.05,0.7,0.11,0,0.61,0.12,39.69,-0.08
25,m25,10/22/20,FALSE,722.5,19,0.72,0.72,0.1,0.31,0.62,0.12,38.96,0
25,m25,10/22/20,FALSE,968.5,21,0.63,0.71,0.03,0.28,0.62,0.19,39.42,0.04
25,m25,10/22/20,FALSE,607,18,0.72,0.73,0.28,0.2,0.63,0.22,39.38,0
25,m25,10/22/20,FALSE,808.5,20,0.4,0.74,0.2,0.15,0.63,0.2,38.12,-0.04
25,m25,10/22/20,FALSE,692,19,0.45,0.73,0.31,0.13,0.63,0.24,38.69,-0.04
25,m25,10/22/20,FALSE,617,14,1.97,0.6,-0.02,1.54,0.6,0.15,40.79,1.7
25,m25,10/22/20,FALSE,1393.5,30,9.21,0.53,0.04,2.39,0.66,0.28,39.52,0.45
25,m25,10/22/20,FALSE,1009.5,20,0.28,0.56,-0.01,0.17,0.61,0.21,38.67,-0.17
25,m25,10/22/20,FALSE,967,20,0.82,0.57,-0.02,0,0.61,0.21,39.38,-0.02
25,m25,10/22/20,FALSE,278.5,19,2.88,0.31,0.12,0.08,0.34,0.35,41.15,0.6
25,m25,10/22/20,FALSE,647.5,16,0.82,0.55,-0.02,0.25,0.61,0.14,40.72,-0.52
25,m25,10/22/20,FALSE,713.5,15,3.4,0.58,-0.01,0.57,0.61,0.16,40.59,0.55
25,m25,10/22/20,FALSE,635.5,15,0.4,0.67,-0.02,0.19,0.63,0.15,40.43,0
25,m25,10/22/20,FALSE,826.5,17,1.08,0.64,-0.02,0,0.61,0.18,39.28,-0.27
25,m25,10/22/20,FALSE,779.5,18,2.28,0.69,0.23,0.39,0.6,0.14,41.83,-0.85
25,m25,10/22/20,FALSE,623.5,16,0.89,0.68,0.17,0,0.59,0.12,41.01,-0.07
25,m25,10/22/20,FALSE,711,16,0.45,0.58,0.02,0.05,0.63,0.19,40.46,0.01
25,m25,10/22/20,FALSE,657.5,15,0.82,0.62,-0.01,0.22,0.64,0.16,37.92,-0.02
25,m25,10/22/20,FALSE,640.5,22,2.72,0.86,0.2,0.46,0.74,0.14,39.11,0.31
25,m25,10/22/20,FALSE,433,18,0.89,0.81,-0.02,0.34,0.73,0.1,39.3,0.72
25,m25,10/22/20,FALSE,535.5,20,40.45,0.61,0.26,2.69,0.69,0.44,40.62,-2.18
25,m25,10/22/20,FALSE,587,17,3.77,0.82,0.15,0,0.72,0.12,38.5,-1.95
25,m25,10/22/20,FALSE,567,12,1.81,0.68,0.07,1.65,0.65,0.21,38.86,-0.14
25,m25,10/22/20,FALSE,543.5,15,2.78,0.57,-0.02,2.65,0.62,0.14,40.15,-0.13
25,m25,10/22/20,FALSE,711.5,19,0.89,0.68,0.32,0,0.59,0.18,41.21,-0.07
25,m25,10/22/20,FALSE,818.5,19,0.45,0.6,-0.02,0.16,0.62,0.21,40.97,0.03
25,m25,10/22/20,FALSE,873.5,18,0.4,0.6,-0.02,0,0.62,0.2,39.93,-0.17
25,m25,10/22/20,FALSE,970.5,17,2.06,0.6,-0.02,0.44,0.6,0.19,40.34,0.22
25,m25,10/22/20,FALSE,810,18,0.2,0.7,0.05,0.32,0.61,0.15,40.5,-1.08
25,m25,10/22/20,FALSE,927.5,17,1.13,0.53,0.04,0.11,0.59,0.2,41.96,0.47
25,m25,10/22/20,FALSE,703,17,11.81,0.26,1.01,1.21,0.21,0.82,38.25,-0.19
25,m25,10/22/20,FALSE,270.5,14,1.46,0.7,0.12,0.28,0.62,0.06,41.03,-0.71
25,m25,10/22/20,FALSE,589.5,21,5.02,0.66,0.1,0,0.54,0.08,39.35,-0.07
25,m25,10/22/20,FALSE,672,17,3.01,0.66,0.12,0.12,0.57,0.11,41.08,0.11
25,m25,10/22/20,FALSE,595,19,0.89,0.68,0.09,0,0.57,0.1,40.3,-0.4
25,m25,10/22/20,FALSE,869.5,16,0.45,0.6,-0.02,0,0.59,0.18,40.06,-0.02
25,m25,10/22/20,FALSE,758.5,20,0.82,0.65,0.19,0.25,0.54,0.11,39.51,-0.66
25,m25,10/22/20,FALSE,629.5,19,1,0.67,0.11,0.16,0.57,0.1,40.81,-0.29
25,m25,10/22/20,FALSE,446,16,0.63,0.65,0.1,0,0.56,0.09,40.94,-0.05
25,m25,10/22/20,FALSE,292,13,2.84,0.67,0.11,0.6,0.6,0.06,40.59,0.02
25,m25,10/22/20,FALSE,484.5,19,1.22,0.64,0.1,0,0.54,0.08,40.83,-1.09
25,m25,10/22/20,FALSE,688.5,19,1.34,0.62,0.14,0,0.52,0.12,39.55,0.27
25,m25,10/22/20,FALSE,546,25,46.87,0.54,0.12,2.16,0.58,0.41,43.37,6.53
25,m25,10/22/20,FALSE,945.5,21,4.57,-0.01,0.57,0.81,0.1,0.66,39.82,-2.51
25,m25,10/22/20,FALSE,745,24,2.34,0.07,0.51,0.05,0.17,0.7,39.43,-0.82
25,m25,10/22/20,FALSE,834.5,22,0.72,0.93,0.12,0,0.83,0.29,38.45,0.23
25,m25,10/22/20,FALSE,1137,27,31.57,0.96,0.02,0.49,0.83,0.18,39.66,-1.06
25,m25,10/22/20,FALSE,443,18,1,0.59,0.03,0.29,0.49,0.09,40.52,0.15
25,m25,10/22/20,FALSE,271,14,12.79,0.51,0.2,0.94,0.45,0.09,41.32,-0.87
25,m25,10/22/20,FALSE,320.5,16,2.34,0.53,0.04,0,0.44,0.06,40.5,0.97
25,m25,10/22/20,FALSE,359.5,17,0.63,0.53,0.1,0,0.43,0.06,41.1,0.09
25,m25,10/22/20,FALSE,567,24,0.63,0.57,0.08,0,0.43,0.06,39.35,0.06
25,m25,10/22/20,FALSE,293.5,16,0.2,0.55,0.06,0.3,0.46,0.05,40.94,0.15
25,m25,10/22/20,FALSE,650,16,3.39,0.12,-0.02,0,0.07,0.15,37.61,-1.22
25,m25,10/22/20,FALSE,573,0,5.19,0.72,0.84,0,0.72,0.84,39.17,0.4
25,m25,10/22/20,FALSE,315.5,19,0.63,0.57,0.04,0.33,0.47,0.04,42.52,-0.23
25,m25,10/22/20,FALSE,902,25,44.6,0.67,0.83,0.35,0.53,0.86,40.57,1.48
25,m25,10/22/20,FALSE,349.5,19,4.29,0.49,-0.02,0.21,0.39,0.08,41.58,0.93
25,m25,10/22/20,FALSE,403,19,1.72,0.51,0.05,0.31,0.41,0.06,40.86,-0.09
25,m25,10/22/20,FALSE,562.5,18,0.8,0.54,0.15,0,0.44,0.1,40.74,-0.63
25,m25,10/22/20,FALSE,388,17,0.57,0.57,0.06,0,0.47,0.08,41.03,0.08
25,m25,10/22/20,FALSE,675.5,20,0.2,0.6,0.1,0.14,0.49,0.1,39.57,-0.2
25,m25,10/22/20,FALSE,694.5,20,0.4,0.59,0.11,0.34,0.48,0.1,38.58,0.04
25,m25,10/22/20,FALSE,953,25,2.67,0.97,0.25,0.22,0.88,0.49,39.39,-0.93
25,m25,10/22/20,FALSE,295.5,16,9.82,0.48,-0.01,0.52,0.41,0.09,41.82,0.47
25,m25,10/22/20,FALSE,590,22,1.08,0.62,0.08,0,0.49,0.08,41.03,-0.09
25,m25,10/22/20,FALSE,850,0,0.2,0.91,0.7,0,0.91,0.7,37.36,0.46
25,m25,10/22/20,FALSE,487,17,4.39,0.83,0.47,0.58,0.89,0.64,38.63,-0.08
25,m25,10/22/20,FALSE,663,19,5.89,0.96,0.47,0.72,0.88,0.61,39.45,0.72
25,m25,10/22/20,FALSE,599,21,4.31,0.83,0.27,0,0.89,0.5,39.73,1.34
25,m25,10/22/20,FALSE,499,14,61.59,0.2,0.19,2.34,0.13,0.11,37.49,-0.25
25,m25,10/22/20,FALSE,1414.5,28,10.18,1,0.17,0.22,0.85,0.15,41.75,1.45
25,m25,10/22/20,FALSE,901.5,24,13.97,0.18,0.82,0.1,0.13,0.55,40.65,0.19
25,m25,10/22/20,FALSE,391,16,4.02,0.54,0.06,0.9,0.45,0.08,40.36,-0.72
25,m25,10/22/20,FALSE,400.5,13,1,0.16,0.12,0.24,0.09,0.09,37.61,0.21
25,m25,10/22/20,FALSE,1228.5,28,113.75,0.84,0.19,1.91,0.82,0.54,37.73,-1.02
25,m25,10/22/20,FALSE,705,19,9.71,0.52,0.13,1.54,0.49,0.36,40.83,-0.72
25,m25,10/22/20,FALSE,572.5,22,5.33,0.58,0.33,2.43,0.46,0.29,42.36,2.67
25,m25,10/22/20,FALSE,771.5,16,2.72,0.46,0.13,0,0.51,0.3,40.61,0.57
25,m25,10/22/20,FALSE,622,17,0.82,0.61,0.09,0.29,0.56,0.26,39.77,-0.2
25,m25,10/22/20,FALSE,918,19,0.45,0.63,0.34,0.14,0.52,0.34,39.13,-0.04
25,m25,10/22/20,FALSE,998.5,21,1.41,0.62,0.19,0.17,0.53,0.34,38.67,0.05
25,m25,10/22/20,FALSE,574,22,10.4,1,0.2,0,0.9,0.35,40.6,0.63
25,m25,10/22/20,FALSE,636,18,4.39,0.84,0.16,2.71,0.88,0.36,40.05,2.27
25,m25,10/22/20,FALSE,855,24,13.72,0.93,0.3,0.15,0.84,0.54,38.11,-1.58
25,m25,10/22/20,FALSE,1190,29,44.07,0.34,0.35,0.28,0.19,0.5,39.07,-2.91
25,m25,10/22/20,FALSE,679.5,21,1.81,0.61,0.33,0,0.5,0.24,41.21,1.44
25,m25,10/22/20,FALSE,811.5,20,1.84,0.62,0.14,0,0.52,0.28,38.73,-0.18
25,m25,10/22/20,FALSE,582.5,19,1.97,0.76,0.06,0,0.7,0.25,37.95,-0.7
25,m25,10/22/20,FALSE,366.5,16,16.12,0.43,0.1,0.9,0.37,0.25,39.95,0.15
25,m25,10/22/20,FALSE,822.5,25,30.23,0.69,0.29,1.71,0.72,0.6,38.15,1.75
25,m25,10/22/20,FALSE,353,16,2.86,0.02,0.93,0.43,0.11,0.92,39.09,-1.26
25,m25,10/22/20,FALSE,649,18,1.22,0.54,0.27,0,0.44,0.28,40.88,1.69
25,m25,10/22/20,FALSE,803,18,1.52,0.46,0.12,0.13,0.48,0.34,41.42,0
25,m25,10/22/20,FALSE,890,22,3.6,0.62,0.44,0.26,0.5,0.35,39.6,-0.85
25,m25,10/22/20,FALSE,901,21,0.72,0.56,0.44,0.18,0.47,0.28,38.12,-0.16
25,m25,10/22/20,FALSE,872.5,21,0.45,0.56,0.32,0.14,0.44,0.32,38.34,-0.13
25,m25,10/22/20,FALSE,655.5,20,0.63,0.62,0.5,0,0.53,0.34,39.55,0.06
25,m25,10/22/20,FALSE,894,19,3.12,0.44,0.04,0.38,0.49,0.25,38.86,-0.96
25,m25,10/22/20,FALSE,694,20,1.44,0.58,0.47,0,0.49,0.32,39.79,0.79
25,m25,10/22/20,FALSE,768.5,19,3.13,0.61,0.19,0.31,0.51,0.26,40.66,-0.22
25,m25,10/22/20,FALSE,654,18,3.82,0.49,0.06,0.66,0.43,0.24,40.03,-0.67
25,m25,10/22/20,FALSE,383,14,0.89,0.51,0.26,0.27,0.46,0.38,40.77,0.09
25,m25,10/22/20,FALSE,643,17,0.2,0.56,0.36,0,0.46,0.35,39.42,-0.18
25,m25,10/22/20,FALSE,737.5,18,1.81,0.55,0.33,0,0.45,0.39,39.24,-0.05
25,m25,10/22/20,FALSE,281.5,12,1.41,0.49,0.36,0.16,0.43,0.39,38.51,-0.18
25,m25,10/22/20,FALSE,586.5,18,0.57,0.52,0.39,0.44,0.42,0.38,39,-0.15
25,m25,10/22/20,FALSE,587.5,18,1.22,0.48,0.44,0.15,0.41,0.28,39.46,-0.03
25,m25,10/22/20,FALSE,797,21,2.79,0.57,0.24,0.3,0.46,0.26,40.1,-0.69
25,m25,10/22/20,FALSE,927,21,1.22,0.53,0.38,0.36,0.44,0.22,40.08,-0.37
25,m25,10/22/20,FALSE,990,25,4.44,0.94,0.56,0,0.81,0.51,38.88,-0.38
25,m25,10/22/20,FALSE,922,24,5.12,0.63,0.44,0,0.53,0.25,39.69,0.29
25,m25,10/22/20,FALSE,1078.5,26,22.09,0.27,0.59,2.5,0.16,0.38,38.25,-1.5
25,m25,10/22/20,FALSE,803,20,2.78,0.93,0.15,0.14,0.82,0.15,37.82,-2.06
25,m25,10/22/20,FALSE,346.5,14,6.03,0.29,0.87,0.2,0.37,0.91,39.17,-0.95
25,m25,10/22/20,FALSE,433.5,18,21.05,0.47,0.1,1.07,0.37,0.08,40.22,0.51
25,m25,10/22/20,FALSE,534,15,3.56,0.38,-0.02,2.59,0.43,0.12,40.45,-0.56
25,m25,10/22/20,FALSE,671.5,19,6.36,0.44,-0.02,0.79,0.47,0.21,40.72,-0.07
25,m25,10/22/20,FALSE,658.5,17,0.89,0.54,0.24,0.2,0.46,0.12,40.3,-0.74
25,m25,10/22/20,FALSE,884,23,0.45,0.58,0.01,0.15,0.47,0.16,39.51,0.25
25,m25,10/22/20,FALSE,712.5,20,0.2,0.54,0.03,0.14,0.44,0.15,39.88,-0.07
25,m25,10/22/20,FALSE,686.5,20,0.28,0.53,0,0.18,0.44,0.14,41.06,-0.11
25,m25,10/22/20,FALSE,609.5,17,0.45,0.52,0.1,0.11,0.43,0.16,39.37,-0.21
25,m25,10/22/20,FALSE,640,19,0.28,0.58,0.25,0.19,0.49,0.14,40.61,1.7
25,m25,10/22/20,FALSE,583.5,17,2,0.58,0.22,0.26,0.5,0.12,41.01,1.08
25,m25,10/22/20,FALSE,583.5,20,0.82,0.59,0.3,0.27,0.51,0.14,40.5,0.05
25,m25,10/22/20,FALSE,701,19,0.4,0.55,0.32,0.22,0.48,0.15,40.14,-0.05
25,m25,10/22/20,FALSE,605,16,1.34,0.44,-0.02,0.26,0.43,0.18,40.41,0.04
25,m25,10/22/20,FALSE,735,16,0.57,0.44,-0.02,0.12,0.43,0.18,40.01,0
25,m25,10/22/20,FALSE,756,15,0.63,0.44,-0.02,0.28,0.42,0.16,40.21,-0.02
25,m25,10/22/20,FALSE,769,17,0.72,0.45,-0.02,0,0.42,0.18,39.88,0.08
25,m25,10/22/20,FALSE,718,19,0.28,0.54,0.18,0.38,0.44,0.11,39.99,0.3
25,m25,10/22/20,FALSE,570,13,1.61,0.47,-0.01,0.39,0.44,0.14,40.37,-0.26
25,m25,10/22/20,FALSE,816,22,1.46,0.55,0.16,0,0.43,0.12,39.8,0.05
25,m25,10/22/20,FALSE,790.5,21,1.46,0.54,0.15,0,0.43,0.12,40.03,-0.09
25,m25,10/22/20,FALSE,778,18,0.72,0.54,0.02,0.23,0.47,0.18,39.55,0
25,m25,10/22/20,FALSE,796.5,21,0.63,0.54,0.04,0,0.43,0.16,39.28,0.08
25,m25,10/22/20,FALSE,633.5,18,0.89,0.55,0.23,0,0.46,0.12,38.97,0.02
25,m25,10/22/20,FALSE,632.5,19,0.89,0.55,0.23,0.15,0.46,0.12,39.66,0.08
25,m25,10/22/20,FALSE,607.5,18,1.22,0.55,0.26,0.15,0.47,0.14,39.22,0.2
25,m25,10/22/20,FALSE,627,18,0.28,0.58,0.24,0,0.49,0.14,40.54,0.2
25,m25,10/22/20,FALSE,622.5,19,1.61,0.58,0.27,0,0.49,0.14,38.86,0
25,m25,10/22/20,FALSE,587,19,1.22,0.58,0.25,0,0.49,0.12,39.73,0.38
25,m25,10/22/20,FALSE,701,18,0.6,0.48,-0.02,0.23,0.48,0.2,39.9,-0.16
25,m25,10/22/20,FALSE,697,19,2.51,0.55,0.02,0.2,0.47,0.18,39.17,0.28
25,m25,10/22/20,FALSE,485,17,0.63,0.56,0.13,0.24,0.47,0.09,40.46,0
25,m25,10/22/20,FALSE,548.5,19,0.28,0.56,0.2,0,0.46,0.11,39.66,-0.02
25,m25,10/22/20,FALSE,510.5,17,0.8,0.49,0.13,0.29,0.39,0.1,41.01,-0.03
25,m25,10/22/20,FALSE,627.5,20,0.2,0.52,0.13,0.31,0.41,0.1,41.24,-0.74
25,m25,10/22/20,FALSE,424.5,19,0.72,0.47,0.08,0.31,0.37,0.08,41.44,-0.02
25,m25,10/22/20,FALSE,226.5,12,0.63,0.4,0.03,0.27,0.33,0.06,40.25,-0.21
25,m25,10/22/20,FALSE,242.5,16,1.8,0.44,0.04,0,0.35,0.05,40.39,-0.11
25,m25,10/22/20,FALSE,203,13,0.4,0.4,0.04,0.29,0.33,0.05,40.12,0.04
25,m25,10/22/20,FALSE,382,18,1.84,0.45,0.06,0,0.35,0.08,40.57,-0.06
25,m25,10/22/20,FALSE,435.5,18,0.89,0.46,0.08,0,0.36,0.08,39.26,-0.06
25,m25,10/22/20,FALSE,827,22,3.22,0.96,0.21,0,0.86,0.38,39.07,-0.53
25,m25,10/22/20,FALSE,1073,21,0.4,0.97,0.3,0.18,0.87,0.45,38.9,0.23
25,m25,10/22/20,FALSE,937.5,19,4,0.96,0.42,0.27,0.89,0.6,37.96,-0.15
