target,target1,date,is_sick,area,size,speed,x_head,y_head,rotation,x_center,y_center,temperature,temperature_speed
26,m26,11/03/20,FALSE,1809.5,26,0.45,0.53,0.25,0.21,0.51,0.57,38,-0.03
26,m26,11/03/20,FALSE,1516.5,26,0.72,0.58,0.28,0.18,0.52,0.57,38.32,0.17
26,m26,11/03/20,FALSE,1550.5,26,1.13,0.58,0.32,0.17,0.51,0.6,39.65,0.35
26,m26,11/03/20,FALSE,1582,27,7.96,0.61,0.37,0,0.49,0.56,38.94,1.44
26,m26,11/03/20,FALSE,1497.5,26,3.67,0.51,0.28,1.97,0.5,0.6,38.68,-0.06
26,m26,11/03/20,FALSE,1559,28,0.28,0.48,0.21,0,0.49,0.56,38.26,-0.19
26,m26,11/03/20,FALSE,1500.5,27,0.82,0.56,0.3,0.07,0.49,0.6,38.38,0.65
26,m26,11/03/20,FALSE,1343,24,0.2,0.46,0.18,0.2,0.5,0.46,37.84,-0.02
26,m26,11/03/20,FALSE,1297,23,1.46,0.47,0.19,0,0.47,0.48,38.19,0.92
26,m26,11/03/20,FALSE,1365,26,3,0.54,0.17,0.25,0.52,0.49,38.07,-0.29
26,m26,11/03/20,FALSE,1348.5,26,0.63,0.54,0.17,0,0.52,0.49,37.86,0.23
26,m26,11/03/20,FALSE,1311,26,0.6,0.52,0.18,0.11,0.52,0.5,37.46,-0.29
26,m26,11/03/20,FALSE,1263,25,0.2,0.52,0.19,0.11,0.51,0.5,37.5,0.06
26,m26,11/03/20,FALSE,1200,23,0.2,0.52,0.21,0.17,0.51,0.5,38.77,0.95
26,m26,11/03/20,FALSE,1089.5,22,0.2,0.5,0.23,0,0.51,0.5,38.24,0.13
26,m26,11/03/20,FALSE,1099,22,0.2,0.5,0.22,0,0.51,0.5,37.96,-0.02
26,m26,11/03/20,FALSE,1141,21,0.72,0.55,0.27,0.22,0.52,0.52,37.65,0
26,m26,11/03/20,FALSE,1091,21,0.72,0.56,0.29,0.32,0.52,0.52,37.94,-0.09
26,m26,11/03/20,FALSE,1070,20,0.57,0.57,0.3,0.27,0.52,0.52,39.2,-0.29
26,m26,11/03/20,FALSE,1081,22,1.26,0.49,0.31,0.22,0.52,0.57,38.24,0.05
26,m26,11/03/20,FALSE,1338,24,4.28,0.49,0.06,0.4,0.52,0.35,39.79,0.21
26,m26,11/03/20,FALSE,1595,25,0.57,0.5,0.16,0,0.48,0.48,37.75,0.35
26,m26,11/03/20,FALSE,817,18,0.72,0.44,0.37,0,0.52,0.52,38.74,0.02
26,m26,11/03/20,FALSE,780,19,0.28,0.44,0.37,0.22,0.51,0.54,38.72,0.06
26,m26,11/03/20,FALSE,912,21,0.63,0.6,0.27,0.21,0.52,0.46,38.53,0.13
26,m26,11/03/20,FALSE,1135,24,0.8,0.58,0.2,0.18,0.51,0.45,37.75,-0.15
26,m26,11/03/20,FALSE,767,19,1.81,0.57,0.27,0,0.5,0.44,38.11,-0.04
26,m26,11/03/20,FALSE,854,21,1,0.58,0.34,0.36,0.48,0.5,37.94,-0.81
26,m26,11/03/20,FALSE,910,21,0.6,0.58,0.36,0,0.48,0.5,38.17,-0.13
26,m26,11/03/20,FALSE,1152.5,23,0.45,0.56,0.3,0,0.47,0.51,37.23,-0.08
26,m26,11/03/20,FALSE,983.5,23,2.79,0.58,0.61,0.56,0.46,0.56,38.19,0.29
26,m26,11/03/20,FALSE,700,18,0.82,0.59,0.35,0.16,0.51,0.49,37.9,-0.08
26,m26,11/03/20,FALSE,982,20,0.4,0.59,0.38,0.28,0.5,0.52,37.48,-0.08
26,m26,11/03/20,FALSE,778,19,0.2,0.57,0.31,0.2,0.51,0.5,38.07,0.02
26,m26,11/03/20,FALSE,599.5,17,1.08,0.54,0.28,0,0.51,0.48,38.47,-0.04
26,m26,11/03/20,FALSE,845,19,0.28,0.55,0.27,0.19,0.49,0.46,38.01,-0.02
26,m26,11/03/20,FALSE,1029.5,20,0.57,0.5,0.24,0,0.47,0.48,37.61,0.15
26,m26,11/03/20,FALSE,1005,20,0.72,0.48,0.23,0,0.47,0.48,37.23,-0.06
26,m26,11/03/20,FALSE,1038.5,21,1.22,0.48,0.22,0.22,0.46,0.48,37.37,-0.02
26,m26,11/03/20,FALSE,1049,21,0.63,0.48,0.2,0.12,0.47,0.46,36.97,-0.02
26,m26,11/03/20,FALSE,1071,21,0.63,0.48,0.2,0.11,0.47,0.46,36.78,0.04
26,m26,11/03/20,FALSE,1035,21,0.28,0.47,0.2,0.11,0.46,0.46,37.23,-0.04
26,m26,11/03/20,FALSE,1137,21,0.28,0.47,0.2,0,0.46,0.46,38.49,0.15
26,m26,11/03/20,FALSE,1113,20,3.26,0.52,0.16,0.11,0.48,0.4,37.5,-0.59
26,m26,11/03/20,FALSE,602,18,0.72,0.5,0.43,0,0.42,0.32,38.51,0
26,m26,11/03/20,FALSE,710.5,17,1.08,0.46,0.08,0.07,0.48,0.29,37.48,0.15
26,m26,11/03/20,FALSE,742,18,0.6,0.47,0.08,0.19,0.48,0.3,37.25,-0.08
26,m26,11/03/20,FALSE,720,17,0.63,0.47,0.08,0.11,0.48,0.29,37.73,-0.07
26,m26,11/03/20,FALSE,839.5,21,8.44,0.5,0.57,0.26,0.42,0.38,37.42,-1.15
26,m26,11/03/20,FALSE,737,17,1.08,0.4,0.15,0.21,0.46,0.32,39.13,-0.19
26,m26,11/03/20,FALSE,744.5,20,0.63,0.5,0.56,2.73,0.43,0.36,38.13,-0.08
26,m26,11/03/20,FALSE,804,18,0.63,0.37,0.18,0.01,0.43,0.36,37.58,0.08
26,m26,11/03/20,FALSE,714.5,18,1.28,0.43,0.07,0,0.46,0.29,37.19,-0.16
26,m26,11/03/20,FALSE,746,19,0.28,0.45,0.08,0.23,0.46,0.31,37.35,-0.17
26,m26,11/03/20,FALSE,837.5,17,1.84,0.43,0.12,0.13,0.45,0.32,37.02,0
26,m26,11/04/20,FALSE,737,17,0.2,0.41,0.14,0.23,0.45,0.34,38.81,-0.02
26,m26,11/04/20,FALSE,465,13,2.21,0.4,0.14,0.51,0.44,0.29,38.45,-0.44
26,m26,11/04/20,FALSE,497.5,14,0.72,0.4,0.17,0.36,0.43,0.32,39.64,-0.18
26,m26,11/04/20,FALSE,730.5,16,2.33,0.42,0.16,0.18,0.47,0.32,38.05,0.42
26,m26,11/04/20,FALSE,642,22,0.82,0.59,0.52,0.17,0.49,0.34,37.77,0.1
26,m26,11/04/20,FALSE,669,19,0.63,0.56,0.49,0,0.47,0.39,37.8,-0.18
26,m26,11/04/20,FALSE,720.5,19,0.2,0.55,0.53,0,0.46,0.4,37.67,0.04
26,m26,11/04/20,FALSE,698,20,0.2,0.56,0.49,0.18,0.46,0.4,37.65,-0.04
26,m26,11/04/20,FALSE,805.5,17,0.28,0.4,0.23,0.18,0.46,0.39,37.21,-0.29
26,m26,11/04/20,FALSE,855.5,18,0.28,0.41,0.19,0.23,0.46,0.39,37.27,-0.1
26,m26,11/04/20,FALSE,768,19,3.23,0.39,0.21,0.64,0.47,0.36,37.73,-0.06
26,m26,11/04/20,FALSE,834,20,2.81,0.51,0.09,0.23,0.51,0.34,38.03,0.07
26,m26,11/04/20,FALSE,711,18,1.72,0.49,0.04,0,0.51,0.26,39.69,0.67
26,m26,11/04/20,FALSE,875,19,1.22,0.36,0.24,0.22,0.43,0.41,37.5,-0.19
26,m26,11/04/20,FALSE,870,19,0.63,0.37,0.22,0.34,0.43,0.41,38.85,-0.28
26,m26,11/04/20,FALSE,204,16,28.4,0.83,0.04,1.94,0.74,0.04,36.2,1.14
26,m26,11/04/20,FALSE,887.5,22,0.2,0.47,0.61,0.25,0.4,0.39,37.98,-0.02
26,m26,11/04/20,FALSE,810,18,4.32,0.39,0.23,3.01,0.43,0.44,38.75,0.2
26,m26,11/04/20,FALSE,993,20,0.6,0.45,0.15,0,0.43,0.4,36.97,-0.05
26,m26,11/04/20,FALSE,973.5,21,0.45,0.5,0.25,0.08,0.42,0.44,37.1,-0.02
26,m26,11/04/20,FALSE,1046,21,0.57,0.51,0.2,0,0.42,0.38,37.02,0
26,m26,11/04/20,FALSE,847,20,0.82,0.57,0.36,0.12,0.46,0.34,37.82,0.13
26,m26,11/04/20,FALSE,1008,21,0.82,0.57,0.32,0.19,0.46,0.34,37.12,0.08
26,m26,11/04/20,FALSE,849.5,19,0.72,0.4,0.2,0,0.47,0.38,38.01,-0.25
26,m26,11/04/20,FALSE,692,19,0.4,0.41,0.2,0,0.47,0.4,38.38,0.23
26,m26,11/04/20,FALSE,794.5,20,0.45,0.41,0.18,0,0.47,0.39,37.98,-0.3
26,m26,11/04/20,FALSE,821.5,19,5.12,0.56,0.28,1.18,0.47,0.4,41.58,1.18
26,m26,11/04/20,FALSE,827.5,18,0.82,0.37,0.15,0,0.41,0.35,39.07,-0.04
26,m26,11/04/20,FALSE,826.5,20,5.4,0.37,0.18,1.95,0.41,0.41,39.65,0.86
26,m26,11/04/20,FALSE,558,25,10.22,0.9,-0.01,0.34,0.77,0.09,36.29,-1.54
26,m26,11/04/20,FALSE,948,25,0.85,0.57,0.1,0.27,0.47,0.31,38.3,0.04
26,m26,11/04/20,FALSE,924,25,0.57,0.57,0.1,0,0.47,0.32,38.28,-0.02
26,m26,11/04/20,FALSE,931.5,24,1.56,0.55,0.13,0,0.44,0.32,38.43,0
26,m26,11/04/20,FALSE,1038.5,25,0.4,0.56,0.14,0.2,0.45,0.32,37.96,0.06
26,m26,11/04/20,FALSE,939.5,21,1.26,0.51,0.2,0.2,0.42,0.38,38.38,0.33
26,m26,11/04/20,FALSE,687.5,24,1.46,0.94,0.39,0.25,0.82,0.52,37.88,-0.46
26,m26,11/04/20,FALSE,619.5,17,3.88,0.47,0.67,0.6,0.39,0.55,38.85,-1.59
26,m26,11/04/20,FALSE,458.5,16,2.01,0.43,0.4,0.2,0.39,0.57,41.01,1.13
26,m26,11/04/20,FALSE,928.5,26,1.9,0.45,0.19,0,0.47,0.51,39.77,-0.48
26,m26,11/04/20,FALSE,906.5,21,0.82,0.51,0.13,0,0.46,0.36,39.19,0.45
26,m26,11/04/20,FALSE,268.5,16,0.4,0.39,0.49,0.24,0.33,0.35,38.47,0.09
26,m26,11/04/20,FALSE,473.5,18,1.56,0.45,0.54,0,0.37,0.41,38.62,-0.06
26,m26,11/04/20,FALSE,350.5,16,1.6,0.42,0.55,0.17,0.36,0.4,39.04,0.04
26,m26,11/04/20,FALSE,909,24,0.8,0.59,0.37,0.2,0.46,0.4,37.94,0.1
26,m26,11/04/20,FALSE,466,21,5.69,0.14,0.99,0.24,0.25,0.89,37.12,-2.65
26,m26,11/04/20,FALSE,738,21,8.05,0.37,0.16,0.56,0.37,0.42,37.61,-1.48
26,m26,11/04/20,FALSE,270,17,0.63,0.09,0.94,0,0.18,0.94,35.21,0.1
26,m26,11/04/20,FALSE,501.5,19,5.6,0.9,0.57,2.59,0.81,0.45,39.19,0.5
26,m26,11/04/20,FALSE,378,16,2.72,0.79,0.23,2.94,0.84,0.39,39.52,-0.15
26,m26,11/04/20,FALSE,1205.5,31,15.44,-0.01,0.4,2.05,0.16,0.38,39.56,0.5
26,m26,11/04/20,FALSE,498.5,22,92.86,0.34,0.06,1.94,0.22,0.08,39.65,2.32
26,m26,11/04/20,FALSE,878.5,24,3.69,0.37,-0.02,0.63,0.39,0.28,38.53,-0.71
26,m26,11/04/20,FALSE,498.5,15,7.17,0.37,0.08,2.34,0.39,0.26,40.75,0.87
26,m26,11/04/20,FALSE,720.5,19,0.28,0.35,0.15,0,0.36,0.39,38.92,-0.04
26,m26,11/04/20,FALSE,744,16,0.45,0.38,0.13,0.22,0.36,0.32,38.6,0
26,m26,11/04/20,FALSE,763.5,16,0.45,0.36,0.14,0,0.39,0.32,39.34,0.21
26,m26,11/04/20,FALSE,619.5,20,1.52,0.65,0.22,0,0.62,0.46,37.1,-0.88
26,m26,11/04/20,FALSE,416,17,1.44,0.66,0.41,0.27,0.61,0.57,39.17,1.84
26,m26,11/04/20,FALSE,552.5,19,3.88,0.66,0.35,0.33,0.61,0.55,38.4,-0.5
26,m26,11/04/20,FALSE,834.5,27,5.39,0.98,0.57,0.43,0.83,0.62,37.94,-0.53
26,m26,11/04/20,FALSE,535,21,12.9,0.88,0.19,0.21,0.77,0.21,38.88,1.51
26,m26,11/04/20,FALSE,517,17,9.22,0.86,0.65,0.66,0.76,0.68,38.05,1.79
26,m26,11/04/20,FALSE,374.5,0,41.14,0.67,0.85,0,0.67,0.85,37.82,-0.95
26,m26,11/04/20,FALSE,677,22,13.47,0.21,1,1.18,0.29,0.79,38.82,0.29
26,m26,11/04/20,FALSE,316.5,19,1.61,0.83,0.04,0.3,0.72,0.05,37.33,-1.03
26,m26,11/04/20,FALSE,355.5,18,3.49,0.81,0.05,0.33,0.71,0.05,37.77,0.56
26,m26,11/04/20,FALSE,351.5,15,4.1,0.32,0.37,0.14,0.36,0.54,37.79,-1.27
26,m26,11/04/20,FALSE,650,18,3.22,0.4,0.45,0.03,0.39,0.68,40.75,0.48
26,m26,11/04/20,FALSE,863.5,22,1.41,0.51,0.85,0.22,0.42,0.66,39.47,0.49
26,m26,11/04/20,FALSE,930.5,21,0.63,0.54,0.69,0,0.43,0.59,38.81,0.07
26,m26,11/04/20,FALSE,1016,22,0.82,0.55,0.65,0,0.44,0.51,38.28,-0.13
26,m26,11/04/20,FALSE,681.5,17,2.09,0.45,0.47,0.51,0.47,0.68,40.16,0.99
26,m26,11/04/20,FALSE,616.5,15,0.28,0.45,0.45,0.21,0.49,0.61,39.45,-0.09
26,m26,11/04/20,FALSE,993.5,23,0.63,0.59,0.6,0.32,0.47,0.56,37.31,-0.08
26,m26,11/04/20,FALSE,904,22,0.57,0.59,0.57,0,0.47,0.57,37.77,-0.07
26,m26,11/04/20,FALSE,789.5,19,0.6,0.57,0.64,0.25,0.47,0.6,37.77,0.02
26,m26,11/04/20,FALSE,881,23,0.6,0.59,0.6,0.35,0.47,0.6,37.88,0.27
26,m26,11/04/20,FALSE,720,19,0.57,0.58,0.62,0.15,0.47,0.62,38.03,0.17
26,m26,11/04/20,FALSE,936.5,24,1.44,0.61,0.71,0,0.49,0.57,37.42,-0.04
26,m26,11/04/20,FALSE,924.5,23,0.2,0.62,0.71,0,0.5,0.61,37.46,-0.06
26,m26,11/04/20,FALSE,1228.5,25,0.45,0.52,0.78,0,0.42,0.56,36.76,-0.13
26,m26,11/04/20,FALSE,1065.5,23,0.28,0.51,0.77,0,0.41,0.59,37.54,0
26,m26,11/04/20,FALSE,1213,24,0.89,0.58,0.75,0.05,0.46,0.62,37.06,-0.04
26,m26,11/04/20,FALSE,1230.5,26,0.2,0.59,0.62,0.23,0.45,0.59,38.6,0.05
26,m26,11/04/20,FALSE,1081,23,0.28,0.59,0.54,0.15,0.46,0.59,37.6,0.14
26,m26,11/04/20,FALSE,1038.5,24,0.28,0.59,0.56,0,0.46,0.59,37.92,-0.11
26,m26,11/04/20,FALSE,1131,25,0.28,0.6,0.55,0,0.46,0.59,37.23,0
26,m26,11/04/20,FALSE,1010.5,22,9.87,0.57,0.32,1.05,0.49,0.52,37.5,-0.19
26,m26,11/04/20,FALSE,1126.5,23,0.57,0.6,0.52,0,0.47,0.57,38.98,0.04
26,m26,11/04/20,FALSE,1214.5,24,0.63,0.62,0.64,0,0.48,0.61,38.03,0.03
26,m26,11/04/20,FALSE,1405.5,24,0.72,0.59,0.74,0.18,0.47,0.62,37.16,-0.05
26,m26,11/04/20,FALSE,1500.5,22,1.52,0.42,0.38,0.29,0.47,0.64,36.83,-0.19
26,m26,11/04/20,FALSE,1517,23,0.28,0.48,0.3,0,0.46,0.59,37.25,-0.1
26,m26,11/04/20,FALSE,1378,23,0.82,0.53,0.33,0.3,0.46,0.56,37.92,-0.25
26,m26,11/04/20,FALSE,1061,23,3.23,0.38,0.27,0.17,0.43,0.54,39.99,0.88
26,m26,11/04/20,FALSE,1079.5,35,23.22,0.86,-0.01,0.76,0.79,0.4,37.33,-0.7
26,m26,11/04/20,FALSE,359,21,11.36,0.91,0.26,0.46,0.82,0.11,39.25,1.64
26,m26,11/04/20,FALSE,352,15,3.01,0.97,0.06,0.33,0.88,0.06,36.73,0.11
26,m26,11/04/20,FALSE,1139.5,32,44,0.62,1,0,0.47,0.76,38.96,1.17
26,m26,11/04/20,FALSE,405.5,22,38.5,0.75,0.32,0.21,0.63,0.38,37.72,-0.43
26,m26,11/04/20,FALSE,905.5,26,2.34,0.6,0.23,0,0.46,0.24,39.22,-1.26
26,m26,11/04/20,FALSE,392.5,20,0.45,0.35,0.18,0.17,0.36,0.42,39.99,0.97
26,m26,11/04/20,FALSE,988.5,27,0.28,0.59,0.28,0.16,0.46,0.44,38.7,0.1
26,m26,11/04/20,FALSE,736,22,2.34,0.49,0.47,0,0.37,0.5,38.43,0.09
26,m26,11/04/20,FALSE,506.5,21,0.82,0.44,0.58,0.25,0.36,0.39,39.69,-0.02
26,m26,11/04/20,FALSE,635,20,0.8,0.48,0.56,0,0.39,0.4,39.65,-0.08
26,m26,11/04/20,FALSE,679.5,21,0,0.49,0.58,0,0.4,0.4,39.04,-0.13
26,m26,11/04/20,FALSE,391.5,17,1.7,0.46,0.51,0.26,0.38,0.38,39.28,-0.07
26,m26,11/04/20,FALSE,550.5,22,0.45,0.47,0.56,0.18,0.37,0.39,38.4,0.16
26,m26,11/04/20,FALSE,966.5,21,0.45,0.37,0.12,0.23,0.39,0.38,38.28,-0.17
26,m26,11/04/20,FALSE,728,18,1.46,0.41,0.14,0,0.42,0.36,39.19,0.14
26,m26,11/04/20,FALSE,641,18,0.57,0.42,0.15,0,0.43,0.38,39.34,-0.07
26,m26,11/04/20,FALSE,780.5,20,0.82,0.4,0.19,0.14,0.39,0.44,39,0.17
26,m26,11/04/20,FALSE,999.5,22,1.65,0.38,0.15,0.19,0.39,0.42,37.65,0.04
26,m26,11/04/20,FALSE,682.5,19,0.57,0.34,0.16,0,0.38,0.38,39.04,0.04
26,m26,11/04/20,FALSE,798.5,19,1,0.41,0.07,0.15,0.38,0.3,38.89,0.23
26,m26,11/04/20,FALSE,914,20,1.44,0.48,0.58,0.19,0.38,0.45,37.77,-0.91
26,m26,11/04/20,FALSE,624.5,19,14.89,0.77,-0.02,1.72,0.81,0.2,35.71,-0.83
26,m26,11/04/20,FALSE,364,21,20.2,0.92,0.25,1.25,0.82,0.11,37.9,0.72
26,m26,11/04/20,FALSE,328,18,1.34,0.77,0.96,0,0.67,0.92,38.32,-0.06
26,m26,11/04/20,FALSE,387,12,1.22,0.78,0.84,0.2,0.72,0.89,38.3,0.19
26,m26,11/04/20,FALSE,874,0,0.28,0.76,0.74,0,0.76,0.74,37.46,0.56
26,m26,11/04/20,FALSE,1005,21,68.44,0.51,0.49,1.08,0.41,0.35,38.32,-0.61
26,m26,11/04/20,FALSE,575,18,1,0.6,0.82,0,0.51,0.89,39.86,0.88
26,m26,11/04/20,FALSE,492,17,0.72,0.86,0.26,0,0.78,0.12,38.45,-1.37
26,m26,11/04/20,FALSE,283,19,2.28,0.56,0.91,0.12,0.45,0.94,37.98,0.9
26,m26,11/04/20,FALSE,209,17,0.4,0.33,0.95,0,0.42,0.95,39.17,-0.24
26,m26,11/04/20,FALSE,272.5,19,1.02,0.56,0.92,0.14,0.46,0.94,39.11,0.09
26,m26,11/04/20,FALSE,481,22,1.41,0.57,0.93,0,0.44,0.91,39.75,0.77
26,m26,11/04/20,FALSE,587,22,1.22,0.63,0.96,0,0.51,0.88,38.43,-0.94
26,m26,11/04/20,FALSE,814,18,3.45,0.07,1.01,0.26,0.06,0.79,37.75,0.02
26,m26,11/04/20,FALSE,584.5,20,0.28,0.55,0.89,0,0.44,0.89,39.8,0.09
26,m26,11/04/20,FALSE,833.5,22,1.13,0.58,0.83,0.33,0.46,0.85,38.15,-0.02
26,m26,11/04/20,FALSE,719,21,0.82,0.56,0.83,0,0.44,0.86,38.83,0.02
26,m26,11/04/20,FALSE,958.5,26,0.4,0.62,0.87,0,0.47,0.85,37.84,-0.06
26,m26,11/04/20,FALSE,908,25,0.89,0.61,0.88,0,0.47,0.85,37.5,0.02
26,m26,11/04/20,FALSE,901.5,25,0.45,0.62,0.88,0,0.48,0.86,37.25,-0.21
26,m26,11/04/20,FALSE,965.5,26,0.4,0.62,0.87,0,0.48,0.85,37.42,-0.02
26,m26,11/04/20,FALSE,849.5,25,0.63,0.62,0.87,0,0.48,0.86,38.19,-0.05
26,m26,11/04/20,FALSE,877,25,0.63,0.62,0.9,0,0.48,0.86,36.95,0.06
26,m26,11/04/20,FALSE,574.5,21,0.82,0.61,0.9,0,0.49,0.89,39,0
26,m26,11/04/20,FALSE,631.5,22,0.72,0.6,0.93,0.13,0.48,0.88,38.13,0.12
26,m26,11/04/20,FALSE,790,22,0.63,0.6,0.89,0.34,0.48,0.86,37.92,0.08
26,m26,11/04/20,FALSE,845.5,22,0.6,0.6,0.89,0.16,0.48,0.85,37.29,-0.04
26,m26,11/04/20,FALSE,843,23,0.4,0.6,0.85,0,0.47,0.85,37.58,0.06
26,m26,11/04/20,FALSE,682.5,20,1.02,0.6,0.86,0.33,0.49,0.86,37.73,0.13
26,m26,11/04/20,FALSE,768,21,0.45,0.59,0.85,0,0.47,0.86,37.46,-0.06
26,m26,11/04/20,FALSE,815.5,21,1.41,0.59,0.86,0,0.48,0.86,37.18,0.06
26,m26,11/04/20,FALSE,485.5,20,0.6,0.59,0.91,0.14,0.48,0.9,38.13,-0.08
26,m26,11/04/20,FALSE,444,18,1.6,0.59,0.9,0,0.49,0.9,38.17,0.29
26,m26,11/04/20,FALSE,689.5,20,1.34,0.59,0.86,0,0.48,0.88,37.33,0.08
26,m26,11/04/20,FALSE,688.5,20,0.45,0.57,0.87,0.19,0.46,0.88,38.9,-0.04
26,m26,11/04/20,FALSE,734.5,20,0.28,0.57,0.84,0.14,0.46,0.86,37.4,0.13
26,m26,11/04/20,FALSE,840,21,0.45,0.54,0.69,0.34,0.44,0.82,38.17,-0.04
26,m26,11/04/20,FALSE,817.5,0,0.89,0.46,0.82,0,0.46,0.82,37.02,-0.1
26,m26,11/04/20,FALSE,944,0,0.89,0.44,0.82,0,0.44,0.82,37.08,-0.13
26,m26,11/04/20,FALSE,820,19,0.82,0.5,1.01,0,0.44,0.81,37.69,-0.06
26,m26,11/04/20,FALSE,642.5,19,0.63,0.54,1.01,0.07,0.47,0.84,38.13,-0.02
26,m26,11/04/20,FALSE,733,22,0.45,0.52,1.01,0.18,0.43,0.84,38.36,0.02
26,m26,11/04/20,FALSE,703,21,0.63,0.53,0.98,0,0.43,0.84,39.13,-0.15
26,m26,11/04/20,FALSE,711.5,22,0.63,0.53,1,0,0.43,0.84,37.92,-0.02
26,m26,11/04/20,FALSE,409.5,14,2.16,0.53,0.9,0.18,0.45,0.88,39.5,1.03
26,m26,11/04/20,FALSE,551.5,16,3.41,0.57,0.78,0,0.49,0.86,39.07,0.54
26,m26,11/04/20,FALSE,778.5,20,0.4,0.58,0.78,0.34,0.48,0.85,38.15,0
26,m26,11/04/20,FALSE,882,0,0.8,0.44,0.8,0,0.44,0.8,37.69,-0.08
26,m26,11/04/20,FALSE,931.5,0,1.79,0.44,0.8,0,0.44,0.8,39.24,0
26,m26,11/04/20,FALSE,874.5,22,0.63,0.59,0.86,0.18,0.47,0.84,37.96,-0.04
26,m26,11/04/20,FALSE,878,21,0.45,0.59,0.88,0.32,0.47,0.84,37.71,-0.15
26,m26,11/04/20,FALSE,912,23,0.8,0.58,0.86,0.19,0.46,0.85,37.58,-0.07
26,m26,11/04/20,FALSE,1020.5,22,0.6,0.31,0.82,0.33,0.43,0.85,37.73,0.04
26,m26,11/04/20,FALSE,846.5,24,0.28,0.57,0.92,0.1,0.44,0.86,37.82,0.03
26,m26,11/04/20,FALSE,884,24,1,0.56,0.91,0.1,0.43,0.85,38.24,-0.02
26,m26,11/04/20,FALSE,1044,26,0.63,0.61,0.89,0.19,0.47,0.84,37.44,-0.16
26,m26,11/04/20,FALSE,1078,25,1.61,0.59,0.87,0,0.46,0.84,37.54,-0.28
26,m26,11/04/20,FALSE,1255,27,0.89,0.6,0.86,0,0.46,0.82,37.06,0.02
26,m26,11/04/20,FALSE,830,23,0.63,0.59,0.9,0.32,0.47,0.86,38.01,0.05
26,m26,11/04/20,FALSE,875.5,23,1.4,0.6,0.88,0.2,0.48,0.85,39.37,0
26,m26,11/04/20,FALSE,1413,30,4.39,0.59,0.86,0,0.43,0.84,33.36,0.06
26,m26,11/04/20,FALSE,201.5,0,2.34,0.49,0.89,0,0.49,0.89,33.04,-0.12
26,m26,11/04/20,FALSE,504.5,20,15.8,0.79,0.93,0.6,0.68,0.89,36.95,0.06
26,m26,11/04/20,FALSE,459,17,7.15,0.47,0.07,0.19,0.38,0.09,39.67,-0.51
26,m26,11/04/20,FALSE,246.5,16,3.94,0.43,1,2.59,0.35,0.9,39.75,2.12
26,m26,11/04/20,FALSE,1081,27,37.67,0.67,0.34,1.31,0.56,0.57,37.88,1.05
26,m26,11/04/20,FALSE,412.5,22,31.61,0.64,0.07,0.91,0.52,0.05,41.05,3.11
26,m26,11/04/20,FALSE,777.5,21,0.72,0.63,0.76,0,0.53,0.62,40.53,0.93
26,m26,11/04/20,FALSE,805,22,3.22,0.65,0.62,0.22,0.53,0.62,39.37,0.6
26,m26,11/04/20,FALSE,1183,32,10.88,0.52,1.01,0,0.43,0.68,39,0.47
26,m26,11/04/20,FALSE,821,0,9.37,0.5,0.78,0,0.5,0.78,40.2,-1.2
26,m26,11/04/20,FALSE,719.5,21,0.28,0.9,0.6,0.2,0.81,0.44,38.82,0.75
26,m26,11/04/20,FALSE,980,23,6.26,0.61,0.42,0,0.52,0.61,39.65,0.67
26,m26,11/04/20,TRUE,1037.5,21,0.82,0.51,0.43,0.15,0.46,0.66,39.35,0.09
26,m26,11/04/20,TRUE,1121,22,1.97,0.49,0.39,0,0.45,0.65,38.24,0.51
26,m26,11/04/20,TRUE,1251.5,23,0.82,0.49,0.34,0,0.44,0.61,38.26,0.07
26,m26,11/04/20,TRUE,1329,23,1.8,0.52,0.36,0,0.45,0.6,37.79,-0.11
26,m26,11/04/20,TRUE,1047.5,23,1.22,0.51,0.31,0.08,0.46,0.57,38.24,0.02
26,m26,11/04/20,TRUE,1082.5,22,0.28,0.51,0.31,0.03,0.46,0.56,37.96,0
26,m26,11/04/20,TRUE,1131,23,0.45,0.5,0.3,0.14,0.46,0.57,37.77,0.02
26,m26,11/04/20,TRUE,1220.5,22,0.6,0.57,0.36,0,0.48,0.55,38.81,0.02
26,m26,11/04/20,TRUE,1269,24,0.6,0.57,0.32,0,0.48,0.55,37.58,-0.09
26,m26,11/04/20,TRUE,1110.5,24,0.28,0.62,0.49,0,0.49,0.59,37.98,0.12
26,m26,11/04/20,TRUE,990,23,1.13,0.61,0.46,0,0.49,0.6,38.24,0.03
26,m26,11/04/20,TRUE,1212,25,0.8,0.61,0.44,0,0.49,0.6,37.75,-0.13
26,m26,11/04/20,TRUE,1349,23,0.28,0.58,0.46,0.17,0.49,0.66,36.7,0
26,m26,11/04/20,TRUE,1331.5,23,0.8,0.61,0.57,0,0.49,0.7,36.79,0.09
26,m26,11/04/20,TRUE,1332.5,0,0.8,0.49,0.7,0,0.49,0.7,36.39,-0.02
26,m26,11/04/20,TRUE,1413.5,24,0.8,0.59,0.48,0,0.49,0.7,36.35,-0.02
26,m26,11/04/20,TRUE,1185.5,22,1.22,0.58,0.45,0,0.49,0.62,37.25,-0.25
26,m26,11/04/20,TRUE,1555.5,0,0.72,0.48,0.68,0,0.48,0.68,37.88,-0.08
26,m26,11/04/20,TRUE,3305,0,1.9,0.5,0.61,0,0.5,0.61,36.87,0.02
