,april sick 1 pc,april sick 1 ucsf,april sick 2 pc,april sick 2 ucsf,april sick 3 pc,april sick 3 ucsf,april sick 4 pc survived,april sick 4 ucsf,august sick 1 pc survived,august sick 1 ucsf survived,august sick 2 pc,august sick 2 ucsf,august sick 3 pc,august sick 3 ucsf survived,august sick 4 pc,august sick 4 ucsf,july sick 1 pc,july sick 1 ucsf,july sick 2 pc,july sick 2 ucsf survived,july sick 3 pc,july sick 3 ucsf survived,july sick 4 pc,july sick 4 ucsf survived,june sick 1 pc,june sick 1 ucsf survived,june sick 2 pc survived,june sick 2 ucsf survived,june sick 3 pc survived,june sick 4 pc
0,0.6475734174503043,0.5587697858497583,1.0412996654667381,0.7559922254265194,1.6137408687049986,1.1454909262945427,0.4915831508968034,0.8231220179252342,2.5201649672265445,2.268000305845992,2.2763668738985348,1.065741973008562,2.6322854014252495,2.01697014902951,3.5807669625314604,3.163279261659682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.134283417074036,3.246201047359524,3.0669192790361177,2.046504473452023,3.3685597084223775,3.4160051212835096
1,0.6058896881938118,0.6351391951122981,1.0761396973526467,0.7628459491602225,1.608651648494056,1.1305402104773459,0.48495334708562454,0.8444045381994341,2.4332348711016727,2.1657875049556083,2.3318861887920117,1.1597213530088006,2.7613362360568026,1.8902770120197694,3.55329976959712,3.655567108361108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.929418434081405,3.1751777459567725,3.4669394773845066,1.7896805797063602,3.191686543012559,3.477140900136412
2,0.590968405141255,0.6121037080698201,1.0763569954047099,0.7448328339300153,1.4482745163497925,1.126418722435636,0.4923681824425437,1.0712154213031273,2.5056640766585363,2.1676559614283577,2.350769461920051,1.200055011287421,2.8857870537493757,1.9431330016891493,3.498929008519914,3.3923588559410045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.084272984320249,3.0627935894729776,3.2332120144997067,2.036707429699127,3.541207592165381,3.6062139503792916
3,0.6154320216976099,0.6267894931021286,1.095531523401737,0.7615100944978966,1.5170238731322327,1.276090617227938,0.49460140245643563,0.8875192671769556,2.670513442763158,2.1243101325792653,2.426647045835796,1.260433794333219,2.89409411068972,2.1085548716815996,3.533204369131179,3.23102682158653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.018490416020547,3.2265943941449184,3.751859325179163,1.9182993477945776,3.2306461499795676,3.5219820733788736
4,0.7003253498375874,0.6303265797918549,1.1316386430415641,0.7651018444295379,1.5704757596942678,1.3704755279533414,0.5018226913787552,0.8119727490615871,2.476833339068286,2.13023320964279,2.139657255911566,1.189652861588168,2.979096539853514,2.0322660388688734,3.603401188362647,3.434435639440313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8592984481175403,3.247583932474991,3.4109497709662935,2.0313005498083445,3.624271991601919,3.6147732223334925
5,0.7530831527203486,0.650535451771061,1.1920608770221728,0.713882044383293,1.6288628117078583,1.3800424788280596,0.5244981587171322,0.7209681504341288,2.5379230784239675,2.1075028861489904,2.44271452482592,1.2523798854207249,3.325572849596141,2.0336727569948225,3.7075433822828807,3.2633483045050555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3270158569978356,3.379004264214489,3.5221583164354615,1.7267383279232844,3.2023050528310324,3.2019179481971145
6,0.7130994824170477,0.6680195711322928,1.1282297166529447,0.7308125315492001,1.674541816204893,1.537778213984368,0.5103557967938808,0.880609016851203,2.3363052997875267,2.130974963520299,2.517240765587831,1.3221391960636073,3.0725110109213953,2.1761123713568087,3.690498767998692,3.3857374736998542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5140044209723977,3.3413307655965783,3.2753039214349213,1.8076333882290343,3.5994724749710763,3.652256963553383
7,0.7588634802734594,0.6648899257574952,1.1662092711142882,0.6624186792803007,1.6778619462081183,1.4510433714318633,0.5188130732971713,0.7395912176283289,2.188338180561159,2.2005412203126924,2.450358692143967,1.2628301941127917,3.2591557975315397,1.9758988443917231,3.9951775400240943,3.1543595465949457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5460852516380674,3.466131852460011,3.292533511282795,1.7044985257057952,4.308504000762829,3.247477893174404
8,0.7922078634382631,0.675223593302515,1.2247161795024193,0.7293629883497841,1.870514879130686,1.3238987930989785,0.5282372420703592,0.7571448611958138,2.1068930213410084,2.336437340159512,2.4092244568145804,1.2999548350568968,3.108396282526589,2.153778699009549,4.219233613613422,3.1675324230419712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0559807158662275,3.323130461348101,3.2465921939873725,1.8945322185431814,3.656663829392569,3.4554142716235923
9,0.7500164743741378,0.6126290572244337,1.197190467294431,0.7569491047170899,1.534784253993207,1.3866201691887907,0.6012668016506489,0.8871846502005415,2.3799591902110477,2.55936441421865,2.4996768503927127,1.274484885248486,3.363540883658839,2.2030792136056463,4.293954805285932,3.6107743584031837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.488443143763639,3.767698946277098,3.151611583842594,2.0763198440788915,3.8071455206351557,3.2556673896594126
10,0.7818381695190929,0.6566465404505794,1.2365156810912736,0.8356743027819845,1.780857686808943,1.4395315981318402,0.6334838470887365,1.0588953233359342,2.144552461468807,2.5782310908570807,2.492671332572129,1.296847833361753,3.39075284973553,2.4274670935161895,4.183957264855109,3.62182090094473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6148446690583236,3.563484645615418,3.448187607851595,2.2279070158749015,3.7065170933661324,3.6697024468662094
11,0.8909252806757831,0.6472444128606593,1.3018072152297129,0.8350598663689788,1.5107415737048693,1.3827824872594543,0.6312640470032346,0.8811788914244383,2.2340975333780113,2.2493624664895977,2.4820386748893006,1.508437613747716,3.499808190888938,2.23096291204484,4.394592147505525,3.4212652957092757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.808802730105031,3.58775269214657,3.206578000172838,2.22118153714805,3.301419719733408,3.1347170993314086
12,0.7299641937479817,0.653578306100732,1.2599413802866848,0.8524566519221758,1.6645567845246596,1.5056632177177929,0.6100815630291622,0.7789780628069727,2.105346436851714,2.333640894457325,2.501147982417356,1.4048362747063643,3.1436015729148914,2.2903382193169626,4.252220912298607,3.0900809728207657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6913005046713936,3.550835903547505,3.5921394943158833,2.2567652020029083,3.8718474627943693,3.229428153571146
13,0.6830759040590999,0.6363179108526217,1.3034280960934732,0.943025931768139,1.4247716490837798,1.8407122424085718,0.5737962669170394,0.8446699977761318,2.291972066082047,2.4530432436675382,2.5996259838889144,1.3140675735786889,3.401448659932672,2.2966840348329027,4.223064917445977,3.0587317463704333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7981486796715584,3.6643379180482514,3.1633948441248734,2.238842887801556,3.589718875855127,2.6115128154584855
14,0.6827361771574013,0.6376294853527279,1.2622026966134468,0.6973973267454799,1.5888511986331806,2.0066988420855223,0.5873695196604523,0.9902348191916723,2.2279449551700745,2.4215935138410534,2.6016596773069094,1.334002361944794,3.278543115287645,2.3737697889518,3.911348016972069,3.0973721005613086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7320086518217104,3.6013885603968983,3.1172613908361453,2.217811567735666,4.0379974875560825,3.1958782124593785
