date1,date,target,target1,is_sick,area,size,speed,x_head,y_head,rotation,x_center,y_center,temperature,temperature_speed
44136.00,11/01/20,25,m25,FALSE,571.89,18.95,3.26,0.49,0.17,0.22,0.41,0.2,39.61,0.01
44136.00,11/01/20,25,m25,FALSE,571.95,18.95,3.26,0.49,0.17,0.22,0.41,0.2,39.61,0.01
44136.00,11/01/20,25,m25,FALSE,572.24,18.96,3.26,0.49,0.17,0.22,0.41,0.2,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,572.85,18.98,3.25,0.49,0.17,0.22,0.41,0.21,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,573.35,18.99,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,573.88,18.99,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,573.98,18.99,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,574.03,18.98,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,574.4,18.98,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,574.66,18.98,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,574.5,18.96,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,573.93,18.94,3.25,0.49,0.17,0.23,0.41,0.21,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,573.11,18.93,3.25,0.49,0.17,0.23,0.41,0.21,39.63,0.02
44136.00,11/01/20,25,m25,FALSE,572.07,18.9,3.25,0.49,0.17,0.23,0.41,0.21,39.63,0.02
44136.00,11/01/20,25,m25,FALSE,571.43,18.88,3.25,0.49,0.17,0.23,0.41,0.21,39.63,0.02
44136.00,11/01/20,25,m25,FALSE,571.58,18.87,3.25,0.49,0.17,0.23,0.41,0.21,39.63,0.02
44136.00,11/01/20,25,m25,FALSE,571.55,18.86,3.25,0.48,0.17,0.23,0.41,0.21,39.63,0.02
44136.00,11/01/20,25,m25,FALSE,571.33,18.83,3.26,0.48,0.17,0.23,0.41,0.21,39.63,0.02
44136.00,11/01/20,25,m25,FALSE,570.98,18.81,3.26,0.48,0.17,0.23,0.41,0.21,39.63,0.01
44136.00,11/01/20,25,m25,FALSE,570.79,18.8,3.37,0.48,0.18,0.24,0.41,0.21,39.63,0.01
44136.00,11/01/20,25,m25,FALSE,571.41,18.79,3.47,0.48,0.18,0.24,0.41,0.21,39.62,0
44136.00,11/01/20,25,m25,FALSE,572.5,18.8,3.6,0.49,0.18,0.24,0.41,0.21,39.61,0
44136.00,11/01/20,25,m25,FALSE,572.56,18.8,3.73,0.48,0.18,0.24,0.41,0.21,39.61,-0.01
44136.00,11/01/20,25,m25,FALSE,571.77,18.79,3.85,0.48,0.18,0.24,0.41,0.21,39.62,0
44136.00,11/01/20,25,m25,FALSE,572.29,18.8,4,0.49,0.18,0.24,0.41,0.21,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,573.89,18.82,4.05,0.48,0.18,0.25,0.41,0.22,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,574.63,18.82,4.07,0.48,0.19,0.25,0.41,0.22,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,575.33,18.83,4.13,0.49,0.19,0.25,0.41,0.22,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,576.9,18.84,4.19,0.49,0.19,0.25,0.41,0.22,39.63,0
44136.00,11/01/20,25,m25,FALSE,578.13,18.82,4.19,0.49,0.19,0.25,0.41,0.22,39.63,0
44136.00,11/01/20,25,m25,FALSE,579.02,18.75,4.19,0.49,0.19,0.25,0.41,0.23,39.64,0
44136.00,11/01/20,25,m25,FALSE,579.49,18.69,4.19,0.49,0.2,0.25,0.42,0.23,39.64,0
44136.00,11/01/20,25,m25,FALSE,580.21,18.66,4.19,0.49,0.2,0.25,0.42,0.23,39.64,0
44136.00,11/01/20,25,m25,FALSE,581.32,18.65,4.19,0.49,0.2,0.25,0.42,0.23,39.65,0
44136.00,11/01/20,25,m25,FALSE,582.05,18.61,4.19,0.49,0.2,0.25,0.42,0.24,39.66,0
44136.00,11/01/20,25,m25,FALSE,582.45,18.54,4.19,0.49,0.2,0.25,0.42,0.24,39.67,0
44136.00,11/01/20,25,m25,FALSE,582.79,18.46,4.19,0.49,0.21,0.25,0.42,0.24,39.68,0
44136.00,11/01/20,25,m25,FALSE,583.29,18.39,4.19,0.49,0.21,0.25,0.42,0.24,39.69,0
44136.00,11/01/20,25,m25,FALSE,584.3,18.32,4.19,0.49,0.21,0.25,0.42,0.24,39.7,0
44136.00,11/01/20,25,m25,FALSE,585.85,18.26,4.2,0.49,0.21,0.25,0.42,0.25,39.69,0
44136.00,11/01/20,25,m25,FALSE,587.43,18.24,4.38,0.49,0.22,0.25,0.42,0.25,39.69,0.01
44136.00,11/01/20,25,m25,FALSE,589.14,18.27,4.57,0.49,0.22,0.25,0.42,0.25,39.69,0.02
44136.00,11/01/20,25,m25,FALSE,590.26,18.25,4.58,0.49,0.22,0.25,0.43,0.25,39.7,0.02
44136.00,11/01/20,25,m25,FALSE,590.73,18.21,4.59,0.49,0.22,0.25,0.43,0.26,39.7,0.02
44136.00,11/01/20,25,m25,FALSE,591.08,18.2,4.59,0.49,0.23,0.25,0.43,0.26,39.7,0.02
44136.00,11/01/20,25,m25,FALSE,591.4,18.18,4.76,0.49,0.23,0.25,0.43,0.26,39.7,0.02
44136.00,11/01/20,25,m25,FALSE,592.3,18.19,4.95,0.49,0.23,0.25,0.43,0.26,39.7,0.02
44136.00,11/01/20,25,m25,FALSE,593.71,18.21,4.97,0.49,0.23,0.25,0.43,0.26,39.7,0.02
44136.00,11/01/20,25,m25,FALSE,594.43,18.23,4.97,0.49,0.23,0.25,0.43,0.27,39.7,0.01
44136.00,11/01/20,25,m25,FALSE,594.77,18.2,5.05,0.49,0.24,0.25,0.43,0.27,39.69,0.01
44136.00,11/01/20,25,m25,FALSE,595.12,18.16,5.14,0.49,0.24,0.25,0.43,0.27,39.69,0
44136.00,11/01/20,25,m25,FALSE,596.38,18.17,5.25,0.49,0.23,0.26,0.43,0.27,39.69,0
44136.00,11/01/20,25,m25,FALSE,598.34,18.22,5.34,0.49,0.23,0.26,0.43,0.27,39.69,0
44136.00,11/01/20,25,m25,FALSE,599.87,18.24,5.34,0.49,0.23,0.26,0.43,0.27,39.68,0
44136.00,11/01/20,25,m25,FALSE,601.71,18.26,5.34,0.49,0.23,0.26,0.43,0.27,39.68,0
44136.00,11/01/20,25,m25,FALSE,603.57,18.29,5.34,0.49,0.23,0.26,0.43,0.27,39.68,0
44136.00,11/01/20,25,m25,FALSE,605.26,18.3,5.34,0.49,0.24,0.26,0.43,0.27,39.68,0
44136.00,11/01/20,25,m25,FALSE,606.48,18.31,5.34,0.49,0.24,0.26,0.43,0.27,39.67,0
44136.00,11/01/20,25,m25,FALSE,606.78,18.3,5.58,0.49,0.24,0.26,0.43,0.27,39.67,0
44136.00,11/01/20,25,m25,FALSE,606.61,18.3,5.82,0.49,0.24,0.26,0.43,0.27,39.66,0
44136.00,11/01/20,25,m25,FALSE,607.85,18.31,5.83,0.49,0.24,0.26,0.43,0.28,39.66,0
44136.00,11/01/20,25,m25,FALSE,610,18.3,5.84,0.49,0.24,0.26,0.43,0.28,39.65,0
44136.00,11/01/20,25,m25,FALSE,610.72,18.26,5.85,0.49,0.24,0.26,0.43,0.28,39.65,0
44136.00,11/01/20,25,m25,FALSE,610.43,18.25,5.86,0.49,0.24,0.27,0.43,0.28,39.67,0.01
44136.00,11/01/20,25,m25,FALSE,610.39,18.24,5.87,0.5,0.24,0.27,0.43,0.28,39.67,0.01
44136.00,11/01/20,25,m25,FALSE,610.66,18.24,5.87,0.5,0.25,0.27,0.43,0.28,39.68,0.01
44136.00,11/01/20,25,m25,FALSE,610.9,18.24,5.87,0.5,0.25,0.27,0.43,0.28,39.69,0.01
44136.00,11/01/20,25,m25,FALSE,610.51,18.23,5.86,0.49,0.24,0.27,0.43,0.28,39.69,0.01
44136.00,11/01/20,25,m25,FALSE,610.39,18.22,5.86,0.49,0.24,0.27,0.43,0.28,39.68,0.01
44136.00,11/01/20,25,m25,FALSE,611.1,18.22,5.86,0.49,0.24,0.27,0.43,0.28,39.68,0.01
44136.00,11/01/20,25,m25,FALSE,611.97,18.22,5.86,0.49,0.24,0.27,0.43,0.28,39.67,0.01
44136.00,11/01/20,25,m25,FALSE,612.23,18.22,5.86,0.49,0.24,0.27,0.43,0.28,39.67,0.01
44136.00,11/01/20,25,m25,FALSE,612.26,18.22,5.87,0.49,0.24,0.27,0.43,0.28,39.67,0.01
44136.00,11/01/20,25,m25,FALSE,613.14,18.22,5.87,0.49,0.24,0.26,0.43,0.28,39.67,0.01
44136.00,11/01/20,25,m25,FALSE,614.33,18.23,5.87,0.49,0.24,0.26,0.43,0.28,39.66,0.01
44136.00,11/01/20,25,m25,FALSE,615.12,18.24,5.87,0.49,0.24,0.27,0.43,0.28,39.66,0.01
44136.00,11/01/20,25,m25,FALSE,616.31,18.25,5.87,0.49,0.24,0.27,0.43,0.28,39.66,0.01
44136.00,11/01/20,25,m25,FALSE,616.85,18.25,5.84,0.49,0.24,0.27,0.42,0.28,39.66,0.01
44136.00,11/01/20,25,m25,FALSE,616.15,18.25,5.93,0.49,0.24,0.27,0.42,0.28,39.66,0.01
44136.00,11/01/20,25,m25,FALSE,616.2,18.26,6.03,0.48,0.24,0.27,0.42,0.27,39.65,0.01
44136.00,11/01/20,25,m25,FALSE,616.41,18.26,6.01,0.48,0.24,0.27,0.42,0.27,39.64,0.01
44136.00,11/01/20,25,m25,FALSE,616.02,18.26,5.98,0.48,0.24,0.27,0.42,0.27,39.63,0.01
44136.00,11/01/20,25,m25,FALSE,615.79,18.26,5.97,0.48,0.24,0.27,0.42,0.27,39.63,0.01
44136.00,11/01/20,25,m25,FALSE,616.42,18.27,5.96,0.48,0.24,0.27,0.42,0.27,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,617.1,18.28,5.95,0.48,0.24,0.27,0.41,0.27,39.62,0.01
44136.00,11/01/20,25,m25,FALSE,617.27,18.29,5.95,0.48,0.24,0.27,0.41,0.27,39.61,0.01
44136.00,11/01/20,25,m25,FALSE,617.45,18.31,5.94,0.47,0.24,0.27,0.41,0.27,39.61,0.01
44136.00,11/01/20,25,m25,FALSE,617.89,18.32,5.94,0.47,0.24,0.27,0.41,0.27,39.6,0.01
44136.00,11/01/20,25,m25,FALSE,618.59,18.33,5.94,0.47,0.24,0.27,0.41,0.27,39.58,0.01
44136.00,11/01/20,25,m25,FALSE,619.42,18.36,5.93,0.47,0.24,0.27,0.41,0.27,39.57,0.01
44136.00,11/01/20,25,m25,FALSE,619.73,18.38,5.93,0.47,0.24,0.27,0.41,0.27,39.56,0.01
44136.00,11/01/20,25,m25,FALSE,619.83,18.39,5.92,0.47,0.24,0.26,0.41,0.27,39.56,0.02
44136.00,11/01/20,25,m25,FALSE,619.53,18.39,5.89,0.47,0.24,0.26,0.4,0.27,39.56,0.02
44136.00,11/01/20,25,m25,FALSE,619.85,18.39,5.87,0.47,0.24,0.26,0.4,0.27,39.55,0.03
44136.00,11/01/20,25,m25,FALSE,620.12,18.39,5.85,0.47,0.24,0.25,0.4,0.27,39.55,0.03
44136.00,11/01/20,25,m25,FALSE,619.18,18.39,5.84,0.47,0.24,0.25,0.4,0.27,39.55,0.03
44136.00,11/01/20,25,m25,FALSE,618.46,18.38,5.84,0.47,0.24,0.25,0.4,0.27,39.55,0.03
44136.00,11/01/20,25,m25,FALSE,618.37,18.38,5.83,0.47,0.24,0.25,0.4,0.27,39.55,0.03
44136.00,11/01/20,25,m25,FALSE,618.93,18.4,5.82,0.47,0.24,0.25,0.4,0.27,39.54,0.03
44136.00,11/01/20,25,m25,FALSE,619.05,18.41,5.82,0.47,0.24,0.25,0.4,0.27,39.54,0.03
44136.00,11/01/20,25,m25,FALSE,619.46,18.43,5.98,0.47,0.24,0.25,0.4,0.26,39.54,0.03
44136.00,11/01/20,25,m25,FALSE,620.21,18.46,6.12,0.47,0.24,0.25,0.4,0.26,39.53,0.03
44136.00,11/01/20,25,m25,FALSE,619.85,18.46,6.1,0.47,0.24,0.25,0.4,0.26,39.53,0.03
44136.00,11/01/20,25,m25,FALSE,619.18,18.46,6.1,0.47,0.24,0.25,0.4,0.26,39.53,0.03
44136.00,11/01/20,25,m25,FALSE,619.25,18.47,6.1,0.47,0.23,0.25,0.4,0.26,39.53,0.03
44136.00,11/01/20,25,m25,FALSE,619.91,18.48,6.08,0.47,0.23,0.24,0.4,0.26,39.53,0.03
44136.00,11/01/20,25,m25,FALSE,621.71,18.5,6.07,0.47,0.23,0.24,0.4,0.26,39.53,0.03
44136.00,11/01/20,25,m25,FALSE,624.76,18.53,6.06,0.47,0.23,0.24,0.4,0.26,39.52,0.03
44136.00,11/01/20,25,m25,FALSE,627.36,18.55,6.06,0.47,0.23,0.24,0.4,0.26,39.51,0.03
44136.00,11/01/20,25,m25,FALSE,628.06,18.57,6.06,0.47,0.23,0.24,0.4,0.26,39.5,0.03
44136.00,11/01/20,25,m25,FALSE,627.48,18.59,6.06,0.47,0.23,0.24,0.4,0.26,39.5,0.03
44136.00,11/01/20,25,m25,FALSE,626.41,18.6,6.09,0.47,0.23,0.24,0.4,0.26,39.49,0.02
44136.00,11/01/20,25,m25,FALSE,625.53,18.61,6.12,0.47,0.23,0.24,0.4,0.26,39.48,0.01
44136.00,11/01/20,25,m25,FALSE,625.33,18.61,6.14,0.47,0.23,0.24,0.4,0.26,39.48,0.01
44136.00,11/01/20,25,m25,FALSE,625.22,18.61,6.16,0.47,0.23,0.24,0.4,0.26,39.47,0.01
44136.00,11/01/20,25,m25,FALSE,623.72,18.58,6.14,0.47,0.23,0.24,0.4,0.26,39.48,0.01
44136.00,11/01/20,25,m25,FALSE,622.19,18.57,6.03,0.47,0.23,0.24,0.4,0.26,39.49,0.02
44136.00,11/01/20,25,m25,FALSE,622.65,18.58,5.94,0.47,0.24,0.24,0.4,0.27,39.49,0.02
44136.00,11/01/20,25,m25,FALSE,623.59,18.59,5.95,0.47,0.24,0.24,0.4,0.27,39.48,0.02
44136.00,11/01/20,25,m25,FALSE,624.62,18.6,5.97,0.47,0.24,0.24,0.4,0.27,39.47,0.02
44136.00,11/01/20,25,m25,FALSE,626.3,18.62,5.99,0.47,0.25,0.24,0.4,0.27,39.47,0.02
44136.00,11/01/20,25,m25,FALSE,627.53,18.64,6,0.47,0.25,0.25,0.4,0.27,39.47,0.02
44136.00,11/01/20,25,m25,FALSE,627.97,18.65,6,0.47,0.25,0.25,0.4,0.27,39.46,0.02
44136.00,11/01/20,25,m25,FALSE,628.99,18.67,6,0.47,0.25,0.25,0.4,0.28,39.46,0.02
44136.00,11/01/20,25,m25,FALSE,630.81,18.68,6,0.47,0.25,0.25,0.4,0.28,39.46,0.02
44136.00,11/01/20,25,m25,FALSE,632.04,18.68,5.97,0.47,0.25,0.25,0.4,0.28,39.45,0.02
44136.00,11/01/20,25,m25,FALSE,632.85,18.68,5.95,0.47,0.26,0.25,0.4,0.28,39.45,0.02
44136.00,11/01/20,25,m25,FALSE,634.26,18.7,5.94,0.47,0.26,0.25,0.4,0.28,39.45,0.02
44136.00,11/01/20,25,m25,FALSE,636.05,18.72,5.95,0.47,0.26,0.25,0.4,0.28,39.44,0.02
44136.00,11/01/20,25,m25,FALSE,637.16,18.72,5.96,0.47,0.26,0.25,0.4,0.29,39.44,0.03
44136.00,11/01/20,25,m25,FALSE,638.05,18.71,5.88,0.47,0.27,0.24,0.4,0.29,39.44,0.02
44136.00,11/01/20,25,m25,FALSE,639.85,18.7,5.81,0.47,0.27,0.24,0.4,0.29,39.44,0.02
44136.00,11/01/20,25,m25,FALSE,640.67,18.7,5.83,0.47,0.27,0.24,0.4,0.29,39.44,0.04
44136.00,11/01/20,25,m25,FALSE,640.43,18.68,5.84,0.47,0.27,0.24,0.4,0.3,39.44,0.04
44136.00,11/01/20,25,m25,FALSE,639.17,18.66,5.84,0.46,0.27,0.24,0.4,0.3,39.43,0.04
44136.00,11/01/20,25,m25,FALSE,637.59,18.64,5.84,0.46,0.27,0.24,0.4,0.3,39.44,0.05
44136.00,11/01/20,25,m25,FALSE,637.26,18.64,5.84,0.46,0.27,0.24,0.4,0.3,39.44,0.04
44136.00,11/01/20,25,m25,FALSE,637.27,18.65,5.81,0.46,0.27,0.24,0.39,0.29,39.45,0.04
44136.00,11/01/20,25,m25,FALSE,636.9,18.64,5.79,0.46,0.27,0.23,0.39,0.29,39.45,0.04
44136.00,11/01/20,25,m25,FALSE,636.39,18.63,5.78,0.46,0.27,0.23,0.39,0.29,39.45,0.04
44136.00,11/01/20,25,m25,FALSE,636.5,18.62,5.75,0.46,0.27,0.23,0.39,0.29,39.45,0.03
44136.00,11/01/20,25,m25,FALSE,636.75,18.6,5.71,0.46,0.27,0.23,0.39,0.29,39.45,0.03
44136.00,11/01/20,25,m25,FALSE,636.81,18.58,5.71,0.46,0.27,0.23,0.39,0.29,39.45,0.03
44136.00,11/01/20,25,m25,FALSE,637.57,18.58,5.61,0.45,0.26,0.22,0.39,0.29,39.45,0.02
44136.00,11/01/20,25,m25,FALSE,638.81,18.58,5.51,0.45,0.26,0.22,0.39,0.29,39.45,0.02
44136.00,11/01/20,25,m25,FALSE,640.05,18.59,5.5,0.45,0.26,0.22,0.39,0.29,39.45,0.02
44136.00,11/01/20,25,m25,FALSE,640.75,18.61,5.5,0.45,0.26,0.22,0.39,0.28,39.45,0.02
44136.00,11/01/20,25,m25,FALSE,640.7,18.61,5.5,0.45,0.26,0.22,0.39,0.28,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,640.42,18.6,5.5,0.45,0.26,0.22,0.38,0.28,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,639.96,18.6,5.5,0.45,0.26,0.22,0.38,0.28,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,639.18,18.59,5.5,0.45,0.26,0.22,0.38,0.28,39.44,0.02
44137.00,11/02/20,25,m25,FALSE,637.74,18.56,5.5,0.45,0.26,0.22,0.38,0.28,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,636.34,18.53,5.5,0.45,0.26,0.22,0.38,0.28,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,635.85,18.52,5.5,0.45,0.26,0.22,0.38,0.28,39.46,0.02
44137.00,11/02/20,25,m25,FALSE,635.28,18.52,5.5,0.45,0.26,0.22,0.38,0.28,39.46,0.02
44137.00,11/02/20,25,m25,FALSE,634.24,18.51,5.5,0.45,0.25,0.22,0.38,0.28,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,633.39,18.51,5.5,0.45,0.25,0.22,0.38,0.28,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,633.67,18.53,5.44,0.44,0.25,0.22,0.38,0.27,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,634.2,18.54,5.37,0.44,0.25,0.22,0.38,0.27,39.45,0.03
44137.00,11/02/20,25,m25,FALSE,634.95,18.56,5.37,0.44,0.25,0.22,0.38,0.27,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,635.61,18.58,5.37,0.44,0.25,0.22,0.38,0.27,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,635.11,18.58,5.37,0.44,0.25,0.22,0.38,0.27,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,634.49,18.58,5.37,0.44,0.25,0.22,0.38,0.27,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,633.74,18.57,5.38,0.44,0.25,0.22,0.38,0.27,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,633.74,18.56,5.38,0.44,0.25,0.23,0.38,0.27,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,633.7,18.54,5.38,0.44,0.25,0.23,0.38,0.27,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,632.9,18.52,5.31,0.44,0.24,0.22,0.37,0.27,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,633.05,18.54,5.16,0.44,0.24,0.22,0.37,0.26,39.45,0.02
44137.00,11/02/20,25,m25,FALSE,633.41,18.59,5.07,0.44,0.24,0.22,0.37,0.26,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,632.94,18.59,5.07,0.44,0.24,0.21,0.37,0.26,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,633.46,18.6,5.07,0.44,0.24,0.21,0.37,0.26,39.44,0.01
44137.00,11/02/20,25,m25,FALSE,634.58,18.62,5.07,0.44,0.24,0.21,0.37,0.26,39.44,0.02
44137.00,11/02/20,25,m25,FALSE,634.49,18.62,4.88,0.44,0.24,0.21,0.37,0.26,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,634.58,18.62,4.68,0.44,0.24,0.21,0.37,0.26,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,634.59,18.61,4.68,0.44,0.23,0.21,0.37,0.26,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,634.42,18.59,4.68,0.44,0.23,0.21,0.37,0.25,39.46,0.01
44137.00,11/02/20,25,m25,FALSE,635.01,18.59,4.68,0.44,0.23,0.21,0.37,0.25,39.46,0.01
44137.00,11/02/20,25,m25,FALSE,636.16,18.63,4.68,0.44,0.23,0.21,0.37,0.25,39.47,0.01
44137.00,11/02/20,25,m25,FALSE,637.35,18.65,4.65,0.44,0.23,0.21,0.37,0.25,39.46,0.01
44137.00,11/02/20,25,m25,FALSE,637.29,18.62,4.61,0.44,0.23,0.21,0.37,0.25,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,636.03,18.61,4.59,0.44,0.23,0.21,0.37,0.25,39.46,0.01
44137.00,11/02/20,25,m25,FALSE,635.11,18.6,4.59,0.44,0.22,0.21,0.37,0.25,39.46,0
44137.00,11/02/20,25,m25,FALSE,634.41,18.59,4.58,0.44,0.22,0.21,0.37,0.25,39.46,0
44137.00,11/02/20,25,m25,FALSE,634.92,18.59,4.58,0.44,0.22,0.21,0.37,0.24,39.46,0
44137.00,11/02/20,25,m25,FALSE,636.88,18.62,4.57,0.44,0.22,0.21,0.37,0.24,39.46,0
44137.00,11/02/20,25,m25,FALSE,636.98,18.62,4.58,0.44,0.22,0.21,0.37,0.24,39.46,0
44137.00,11/02/20,25,m25,FALSE,635.45,18.59,4.58,0.44,0.22,0.21,0.37,0.24,39.46,0
44137.00,11/02/20,25,m25,FALSE,634.59,18.58,4.59,0.44,0.22,0.21,0.37,0.24,39.45,0
44137.00,11/02/20,25,m25,FALSE,634.01,18.59,4.59,0.44,0.22,0.21,0.37,0.24,39.44,-0.01
44137.00,11/02/20,25,m25,FALSE,633.5,18.6,4.59,0.44,0.22,0.21,0.38,0.24,39.44,-0.01
44137.00,11/02/20,25,m25,FALSE,633.21,18.62,4.59,0.45,0.22,0.21,0.38,0.24,39.45,-0.01
44137.00,11/02/20,25,m25,FALSE,632.35,18.62,4.59,0.45,0.22,0.21,0.38,0.24,39.45,0
44137.00,11/02/20,25,m25,FALSE,631.16,18.61,4.59,0.45,0.22,0.21,0.38,0.24,39.46,0
44137.00,11/02/20,25,m25,FALSE,631.21,18.61,4.59,0.45,0.22,0.21,0.38,0.24,39.46,0
44137.00,11/02/20,25,m25,FALSE,631.46,18.63,4.59,0.45,0.22,0.21,0.38,0.23,39.46,0
44137.00,11/02/20,25,m25,FALSE,630.71,18.63,4.59,0.45,0.22,0.21,0.38,0.23,39.46,0
44137.00,11/02/20,25,m25,FALSE,629.39,18.63,4.59,0.45,0.22,0.21,0.38,0.23,39.46,0
44137.00,11/02/20,25,m25,FALSE,628.27,18.62,4.58,0.45,0.22,0.2,0.38,0.23,39.46,0
44137.00,11/02/20,25,m25,FALSE,628.4,18.64,4.58,0.45,0.21,0.2,0.38,0.23,39.47,0
44137.00,11/02/20,25,m25,FALSE,628,18.66,4.57,0.45,0.21,0.2,0.38,0.23,39.47,0.01
44137.00,11/02/20,25,m25,FALSE,627.09,18.64,4.57,0.45,0.21,0.2,0.38,0.23,39.47,0.01
44137.00,11/02/20,25,m25,FALSE,626.96,18.63,4.57,0.45,0.21,0.2,0.38,0.23,39.47,0.01
44137.00,11/02/20,25,m25,FALSE,626.63,18.62,4.57,0.45,0.22,0.2,0.38,0.23,39.47,0.01
44137.00,11/02/20,25,m25,FALSE,625.97,18.61,4.58,0.45,0.22,0.2,0.38,0.23,39.47,0.01
44137.00,11/02/20,25,m25,FALSE,625.59,18.6,4.59,0.45,0.22,0.21,0.38,0.22,39.47,0.01
44137.00,11/02/20,25,m25,FALSE,625.35,18.59,4.6,0.45,0.22,0.21,0.38,0.22,39.47,0.01
44137.00,11/02/20,25,m25,FALSE,625.44,18.6,4.62,0.45,0.22,0.21,0.38,0.22,39.47,0.01
44137.00,11/02/20,25,m25,FALSE,626,18.61,4.65,0.45,0.22,0.21,0.38,0.22,39.46,0.01
44137.00,11/02/20,25,m25,FALSE,625.87,18.61,4.65,0.45,0.22,0.21,0.38,0.22,39.46,0.01
44137.00,11/02/20,25,m25,FALSE,625.22,18.6,4.65,0.45,0.22,0.21,0.38,0.22,39.46,0.01
44137.00,11/02/20,25,m25,FALSE,624.34,18.6,4.65,0.45,0.22,0.21,0.38,0.22,39.46,0.02
44137.00,11/02/20,25,m25,FALSE,623.01,18.59,4.65,0.45,0.22,0.21,0.38,0.22,39.47,0.02
44137.00,11/02/20,25,m25,FALSE,622.43,18.6,4.65,0.45,0.22,0.21,0.38,0.22,39.47,0.02
44137.00,11/02/20,25,m25,FALSE,622.83,18.59,4.64,0.45,0.22,0.21,0.38,0.22,39.47,0.02
44137.00,11/02/20,25,m25,FALSE,623.21,18.59,4.71,0.45,0.22,0.22,0.38,0.23,39.46,0.01
44137.00,11/02/20,25,m25,FALSE,623.17,18.6,4.8,0.45,0.22,0.22,0.38,0.23,39.46,0.01
44137.00,11/02/20,25,m25,FALSE,623.21,18.6,4.8,0.45,0.22,0.22,0.38,0.23,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,622.88,18.59,4.8,0.45,0.22,0.22,0.38,0.23,39.44,0.01
44137.00,11/02/20,25,m25,FALSE,621.42,18.57,4.8,0.45,0.22,0.22,0.38,0.23,39.44,0.01
44137.00,11/02/20,25,m25,FALSE,619.62,18.55,4.8,0.45,0.22,0.22,0.38,0.23,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,618.06,18.53,4.8,0.45,0.22,0.22,0.38,0.23,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,617.41,18.53,4.8,0.45,0.22,0.22,0.38,0.23,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,617.66,18.55,4.8,0.46,0.22,0.22,0.38,0.23,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,617.64,18.56,4.8,0.46,0.22,0.22,0.38,0.23,39.45,0
44137.00,11/02/20,25,m25,FALSE,617.7,18.57,4.8,0.46,0.22,0.22,0.38,0.23,39.45,0
44137.00,11/02/20,25,m25,FALSE,617.94,18.59,4.8,0.46,0.22,0.22,0.38,0.23,39.45,0
44137.00,11/02/20,25,m25,FALSE,617.66,18.59,4.79,0.46,0.22,0.22,0.38,0.23,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,616.93,18.59,4.78,0.46,0.22,0.22,0.38,0.23,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,616.16,18.58,4.78,0.46,0.22,0.22,0.39,0.23,39.45,0.01
44137.00,11/02/20,25,m25,FALSE,615.93,18.57,4.78,0.46,0.22,0.22,0.39,0.23,39.45,0.01
