date,time,head_body_distance,body_speed_x,body_speed_y,head_speed_x,head_speed_y,head_body_dist_change,head_rotation,body_speed,head_speed,body_acceleration,head_acceleration,body_coord_x,body_coord_y,head_coord_x,head_coord_y,temp
7/10/2019,10:03:30 PM,0.0015534861436730545,0.27002106433950984,0.08778591559432766,0.1530011753826965,0.10912904964740097,0.2536423158769776,0.00811940625557161,0.11193256182045005,0.12961138767785702,-0.2362033885757161,-0.2856735409284553,0.16914110800177162,0.03259081445764936,0.16901828698941193,0.059498634360742354,-0.0385293038338204
7/10/2019,10:05:54 PM,0.0354916715873417,0.12517904018119505,-0.0016117412613269146,0.027841851814721534,-0.015484948372251487,-0.2144427905059979,-0.09371303803819186,-6.848739342324899e-05,-0.017682037012564922,-0.11362612239581509,-0.14117452982952386,0.19836304425201898,0.05749163215355852,0.1961381553293607,0.09772118828858127,-0.006311166797602075
7/10/2019,10:08:20 PM,0.02883165164716217,-0.022040965082981343,-0.09006974235715379,-0.09032506467962889,-0.13564403336926795,-0.04423002454854665,-0.17652635351059826,-0.11306542938223771,-0.16051735681605572,0.008951143784085923,0.007706992680432179,0.2265634006170952,0.08781399058756226,0.2189065387984433,0.13400916747811578,0.04308117313700703
7/10/2019,10:10:50 PM,-0.05543554675762367,-0.024559710476443626,-0.10446611868316606,-0.10904757785404175,-0.15595715607463692,0.25364231587697994,-0.19797237069865803,-0.13165573969938701,-0.18810388200220546,0.008951143784085926,0.013288750582796193,0.22473405989248627,0.10277744302470437,0.20391747910063535,0.13267452610159258,0.10268283987987865
7/10/2019,10:13:18 PM,-0.11031092063598864,-0.024477060886403564,-0.12456580449398846,-0.1214275482097885,-0.1856056051547327,-0.001676833059190414,-0.2324321214132737,-0.1477899886387971,-0.21628739844105832,0.010502632008861217,0.012557191084954221,0.2236372473801124,0.1185892071302777,0.19922937928595502,0.14027947503954832,0.06586750179855447
7/10/2019,10:15:51 PM,-0.07437871724615758,-0.025021028059272237,-0.12307807337081843,-0.1158916261964227,-0.18385970841125895,0.062152954174852455,-0.23673671634939208,-0.1433777846682077,-0.21146372301537925,0.008951143784085928,0.01220415636010922,0.22492016165451342,0.12601990708307836,0.21053439753833006,0.15580181735946091,-0.07817567222001305
7/10/2019,10:18:20 PM,-0.038406633497403836,-0.02580752634222064,-0.1175817759635916,-0.11663765450881759,-0.17846848230299658,-0.0016768330591938154,-0.24397688185185534,-0.14345858612487866,-0.20895385853611279,0.0073996555593106375,0.012883192236316838,0.22908171382240097,0.1308737806144786,0.21894716176177534,0.16609452808255568,-0.13817508249701596
7/10/2019,10:20:52 PM,-0.05874561654825133,-0.026331844071856365,-0.12573942201663482,-0.1160936653703208,-0.18632192877909573,-0.022953428803871648,-0.24636164401703056,-0.14785442233064283,-0.2118053239513099,0.008951143784085928,0.010221366321509193,0.22985779776617457,0.12991703813128538,0.22029777669822245,0.16229496839303784,0.009722781273807445
7/10/2019,10:23:20 PM,-0.04885528753529019,-0.02558216169962538,-0.12215602113564288,-0.12617098000046964,-0.1815847488741321,-0.0016768330591861432,-0.25271173970170197,-0.14558220077702058,-0.21425400250780197,0.008951143784085928,0.010533364894972206,0.23115259087644968,0.12695113643338646,0.2209065391084297,0.16103558753069316,0.0211725991354286
7/10/2019,10:25:51 PM,-0.024288986438580313,-0.024946852894164165,-0.12224456359763104,-0.13525804120481147,-0.18167800257335326,0.01959976268548689,-0.253679675115783,-0.14967296981794356,-0.22056604317643863,0.008951143784085928,0.012051221412417514,0.23590412522608342,0.13096307657957676,0.22460301279255662,0.1682836602319231,-0.17241757418918932
7/10/2019,10:28:22 PM,-0.017828368293017014,-0.026657688422183617,-0.13091770008007464,-0.12705399819833285,-0.19037937405614436,0.019599762685486702,-0.2519459391625015,-0.15209647274069668,-0.21986363583075516,0.010502632008861217,0.013161417597198894,0.23751568729300102,0.1315052306533862,0.22570007394576863,0.16971263323661803,-0.26613597417093277
7/10/2019,10:31:01 PM,-0.026123482949049107,-0.026709464039461027,-0.12097923164225872,-0.11268833510045091,-0.1791221345563811,-0.044230024548548616,-0.235027779696981,-0.13927102581509818,-0.20255823005135823,0.010502632008861217,0.013016146720710381,0.233282862109869,0.11166239155195874,0.22578125265190668,0.14984039309388164,-0.2325857038198889
7/10/2019,10:33:57 PM,-0.06109855772472164,-0.02551026818809351,-0.11694572443968007,-0.11843436226832318,-0.17436126693194287,-0.0016768330591901115,-0.22126123077139254,-0.13418852914657753,-0.20018242446714335,0.008951143784085928,0.011471823156320239,0.22676534082695474,0.09792994777652543,0.22288588194572415,0.13199913165709784,-0.13175697094296882
7/10/2019,10:36:36 PM,-0.05719028255024566,-0.025454916878905887,-0.12546293400108324,-0.10878978723177465,-0.18400538729732982,0.04087635843017157,-0.2312072920576853,-0.1451241482444422,-0.20753793148316138,0.008951143784085928,0.012367997549825848,0.22386294526172007,0.10642582102728114,0.2177570892587408,0.14081833801694527,0.01656239840765313
