date,time,head_body_distance,body_speed_x,body_speed_y,head_speed_x,head_speed_y,head_body_dist_change,head_rotation,body_speed,head_speed,body_acceleration,head_acceleration,body_coord_x,body_coord_y,head_coord_x,head_coord_y,temp
7/12/2019,9:23:49 PM,-0.1774934259591128,0.016804489291264872,-0.031065098394226776,0.14325466165731346,-0.0012898841953416658,0.1709540692559943,0.6615359207349484,0.0024437555653845397,0.05502383317636357,-0.08643393291799406,0.12085965101347369,-0.1390947438366071,-0.3306294198358072,-0.12995046237913968,-0.31199982554374256,0.14572109359707575
7/12/2019,9:26:30 PM,-0.2238842862672305,0.03531650329010489,-0.04106143139817375,0.1650430422375179,-0.004600024526294834,0.30138885186469483,0.7146555936312367,-0.02662479468493493,0.03500931790735365,-0.043360193696098406,0.020641555718798034,-0.03019953694686969,-0.31156553703304063,-0.022983953475695186,-0.2651265319532171,0.12961181130124005
7/12/2019,9:29:13 PM,-0.2515803222720761,0.051116295524957396,-0.053054393770796786,0.11678645804837841,-0.03323050045592982,0.1274758083864217,0.3346086994366696,-0.05242662449803016,-0.0197603805965348,-0.0205002367283202,-0.09415762864874315,0.004376643481635341,-0.157958972613227,-0.003828273987394862,-0.1338121432794455,0.0016620577484650473
7/12/2019,9:32:03 PM,-0.18562913653553467,0.04952357730913522,-0.059359717063739215,0.04604141137141408,-0.06355096672020365,-0.04643723509184589,-0.1308965515828508,-0.06371226699959243,-0.07069415596811518,-0.01983111947296302,-0.05222091651937724,0.03860859202534319,-0.055282510869875144,0.03595839793898724,-0.015579036943971343,-0.13814939980175678
7/12/2019,9:34:51 PM,-0.1579331005306878,0.05065556813044052,-0.06251786394133871,0.04639530166015553,-0.06799670204232638,-0.04643723509182952,-0.15853960219500363,-0.07434809074265882,-0.08339394356752457,0.0026671719892127584,0.005226191097038417,-0.09500437659218333,-0.053875542617952826,-0.0606169623830527,-0.017184041582698036,-0.15491456291376302
7/12/2019,9:37:38 PM,-0.13188151666362904,0.048279965917596764,-0.06507702959073687,0.03063435440890516,-0.07494380964590518,0.04051928664730129,-0.21288825287804514,-0.07669311253694085,-0.0932680118753688,0.0026671719892127597,0.0032426582554192698,-0.49561379452156484,0.02588129889942521,-0.4271531563354034,-0.008001685437054267,-0.17934160469801416
7/12/2019,9:40:27 PM,-0.06428587878930023,0.04627074411869118,-0.06903943958542637,0.014196807538268127,-0.08242112008232547,0.08399754751685955,-0.27458189691267276,-0.08424897893410495,-0.10718340974029086,-0.0005636119161895348,0.00208361898030716,-0.655742180265265,0.06436349162185488,-0.5719039852932333,0.014314614872059013,-0.2026143964106019
7/12/2019,9:43:20 PM,-0.030271684570847692,0.046499833725886876,-0.0691356319661231,0.010979654945207277,-0.0824357418215625,-0.0029589742222646933,-0.28436104827897857,-0.08658419250651063,-0.10922148028703749,0.0010517800365116125,0.005418267697701096,-0.6579223155356465,0.04881165934106254,-0.5772913473152601,-0.055237101938482434,-0.16994657112072653
7/12/2019,9:46:07 PM,-0.04801445763645277,0.04605482521573626,-0.06589576013244931,0.00702589572998127,-0.07745144148059628,-0.08991549596140214,-0.2527787457496067,-0.08238904179291787,-0.10272711603095323,0.0010517800365116125,0.005313637429412594,-0.6569820525169878,0.04377449819486691,-0.5815575879157081,-0.09984577999900651,-0.16624376536426844
7/12/2019,9:48:58 PM,-0.10461823122135823,0.04580548028585267,-0.06556269567534079,0.008781503101153842,-0.07767002927237347,-0.002958974222275197,-0.23999860296995826,-0.07992331305590143,-0.10153708534226089,-0.0005636119161895359,0.001700237665176565,-0.6531062564807542,0.07326713040692165,-0.5754563413728799,-0.02715341595102663,-0.18712989595244836
7/12/2019,9:51:50 PM,-0.0687864846400878,0.04609718771895118,-0.06731550770895885,0.014121074119662702,-0.08147941944843175,0.12747580838642955,-0.27195148467002556,-0.08423286664773842,-0.10732226518456783,0.0010517800365116134,0.0020346236378914456,-0.6528895178866226,0.09789444492339709,-0.5678329288545478,0.04702537492697489,-0.2384963778902151
7/12/2019,9:54:37 PM,-0.028886882770605506,0.046343742356406294,-0.06741942423801187,0.02055398713366008,-0.08107873598236316,-0.0029589742222707175,-0.2733184356540696,-0.085339620680017,-0.10558435131671179,0.002667171989212761,0.004015394476666612,-0.6551493364636701,0.10179314320925878,-0.5684737725251159,0.05974901879877594,-0.2402715203373496
7/12/2019,9:56:57 PM,-0.002575648566000991,0.04646594033241616,-0.06911289637984293,0.017294446606486283,-0.08267411140625451,-0.0029589742222724163,-0.26835954714835636,-0.08545048094830389,-0.10716998220521774,0.0010517800365116136,0.003204587820057453,-0.6550983391474039,0.11389736626205767,-0.5679538541205155,0.09161509738309291,-0.2445749579796939
7/12/2019,9:59:31 PM,0.05437432546896547,0.04635243939181786,-0.06981755776665731,0.020941527936269477,-0.08332047391938267,0.04051928664729727,-0.2584342986543617,-0.08724055819194478,-0.10718815589370313,-0.0005636119161895337,0.00467230360538438,-0.6567653139228563,0.11974004358301846,-0.5680547096133434,0.11736171276592343,-0.28294963767040465
7/12/2019,10:02:23 PM,0.04018010701648148,0.046900005709774664,-0.06823451986049903,0.03403383880514296,-0.07843489546175551,-0.13339375683096427,-0.2073577941894674,-0.08547820833552976,-0.09714018543733385,0.0026671719892127637,0.005317873405129922,-0.6581390541297779,0.11490694653442972,-0.5729470863364017,0.10059316112840035,-0.23189479439970093
