head_body_distance_ss,body_speed_x_ss,body_speed_y_ss,head_speed_x_ss,head_speed_y_ss,head_body_dist_change_ss,head_rotation_ss,body_speed_ss,head_speed_ss,body_acceleration_ss,head_acceleration_ss,body_coord_x_ss,body_coord_y_ss,head_coord_x_ss,head_coord_y_ss,temp_ss
-0.00602631435581424,0.000201576080492145,0.000142530922348121,0.000133012901014041,-0.00142202742051168,0.000991908694559963,-0.0151862722585788,-6.56059359112804e-05,-0.00306496465216266,-0.00684743948832661,-0.00795004767932311,0.00682742507197679,0.00377541301052607,0.00858539383992198,0.00485007403798497,0.0639289035278013
-0.0151166624244014,0.000776239633725542,0.000878586618987359,-0.00419057242136822,0.000136568642398404,-0.00166077311231321,-0.0116083317185351,0.002068519461814,-3.75451853287381e-05,-0.00312138113858241,7.97192467551928e-05,0.0436803969406494,-0.0187695239197133,0.0396312578806551,0.0012390168746377,0.0312011853011568
-0.00311329713743691,-0.000693978601540951,-0.000425243854694695,-0.00444598736068835,-0.000360181735106025,-0.0036952692194287,-0.0110526260285063,-0.00184449548729441,-0.0023018272438778,0.00144406449730018,0.00293479817067535,-0.0227385299731242,0.068958342792524,-0.0195315483702409,0.0507631119675314,-0.0310825213019511
-0.0271827658529009,-0.000803412839028137,-0.0016592990103267,0.00235217006286413,-0.00395305887402622,-0.000195813664035653,-0.0224472660130836,-0.00392416199103385,-0.00752039637329664,0.00366192410552638,0.00226407967253181,-0.0198612343610954,0.014256797246228,-0.0193392731286017,0.00210283647726259,-0.000996203200768254
-0.021417003477705,0.00268719323543844,0.00135242410623001,0.00303503554985785,0.00318098246671123,0.00254082306456879,0.0125867117137022,0.00153926622231298,0.00362823515507813,0.000581511466214643,0.000967744454373679,0.00433358442863764,-0.026772731618899,0.00214754942551402,-0.0164322908748947,-0.0238459736758927
0.0764769184386834,-0.00287795847134906,-0.000898927358856212,-0.000438307925307298,0.00322690003455117,0.00244319616535576,0.0531893699170838,-0.00145555712870623,0.00869844444968858,0.0015746846196147,0.00323806522242749,-0.0195497060827662,-0.00426274000198286,-0.0161624629760612,-0.00439865171764457,-0.0249124134943036
-0.0141745231506115,-0.00616055353107787,0.00272567970007068,-0.00688742373694918,0.00422953690473437,-0.00510356673760988,0.0328122947135597,0.00610575991880693,0.00861874562266437,0.00247324307972629,-0.00316019547052329,0.0129195857559032,-0.0399075154180559,0.00306987775334514,-0.0448568455378852,-0.0031563258365279
0.0331851637599183,0.00476601461976919,-0.00189254932691676,0.00927437379542515,-0.00406582416688596,0.00219314784043228,-0.0230700475127742,-0.00317609676508585,-0.00508681013727338,-0.000205019761503002,-0.000911385442845837,-0.0137779914820468,-0.00542952635199495,-0.0100957326185418,-0.00660983686482861,-0.0517792581928415
-0.015116737766088,0.000776238122983098,0.000878589833276242,-0.00419057838472221,0.000136572301473234,-0.00166077771522191,-0.0116083184705513,0.00206852493519294,-3.75415849961297e-05,-0.00312138588580693,7.97163636046564e-05,0.0436804638554199,-0.0187696019939392,0.0396313078903976,0.00123895474027848,0.0312012876331927
-0.00311328647178873,-0.000693982173664028,-0.000425243579881961,-0.00444599676709577,-0.000360182139440733,-0.00369527238606621,-0.0110526488074848,-0.00184449652784983,-0.00230182841614915,0.00144406944222251,0.00293480453719073,-0.0227385633606556,0.068958379008912,-0.0195315775983165,0.0507631371439784,-0.0310825508936931
-0.00602631435581424,0.000201576080492145,0.000142530922348121,0.000133012901014041,-0.00142202742051168,0.000991908694559963,-0.0151862722585788,-6.56059359112804e-05,-0.00306496465216266,-0.00684743948832661,-0.00795004767932311,0.00682742507197679,0.00377541301052607,0.00858539383992198,0.00485007403798497,0.0639289035278013
-0.0151166624244014,0.000776239633725542,0.000878586618987359,-0.00419057242136822,0.000136568642398404,-0.00166077311231321,-0.0116083317185351,0.002068519461814,-3.75451853287381e-05,-0.00312138113858241,7.97192467551928e-05,0.0436803969406494,-0.0187695239197133,0.0396312578806551,0.0012390168746377,0.0312011853011568
-0.00311329713743691,-0.000693978601540951,-0.000425243854694695,-0.00444598736068835,-0.000360181735106025,-0.0036952692194287,-0.0110526260285063,-0.00184449548729441,-0.0023018272438778,0.00144406449730018,0.00293479817067535,-0.0227385299731242,0.068958342792524,-0.0195315483702409,0.0507631119675314,-0.0310825213019511
-0.0271827658529009,-0.000803412839028137,-0.0016592990103267,0.00235217006286413,-0.00395305887402622,-0.000195813664035653,-0.0224472660130836,-0.00392416199103385,-0.00752039637329664,0.00366192410552638,0.00226407967253181,-0.0198612343610954,0.014256797246228,-0.0193392731286017,0.00210283647726259,-0.000996203200768254
-0.021417003477705,0.00268719323543844,0.00135242410623001,0.00303503554985785,0.00318098246671123,0.00254082306456879,0.0125867117137022,0.00153926622231298,0.00362823515507813,0.000581511466214643,0.000967744454373679,0.00433358442863764,-0.026772731618899,0.00214754942551402,-0.0164322908748947,-0.0238459736758927
0.0764769184386834,-0.00287795847134906,-0.000898927358856212,-0.000438307925307298,0.00322690003455117,0.00244319616535576,0.0531893699170838,-0.00145555712870623,0.00869844444968858,0.0015746846196147,0.00323806522242749,-0.0195497060827662,-0.00426274000198286,-0.0161624629760612,-0.00439865171764457,-0.0249124134943036
-0.0141745231506115,-0.00616055353107787,0.00272567970007068,-0.00688742373694918,0.00422953690473437,-0.00510356673760988,0.0328122947135597,0.00610575991880693,0.00861874562266437,0.00247324307972629,-0.00316019547052329,0.0129195857559032,-0.0399075154180559,0.00306987775334514,-0.0448568455378852,-0.0031563258365279
0.0331851637599183,0.00476601461976919,-0.00189254932691676,0.00927437379542515,-0.00406582416688596,0.00219314784043228,-0.0230700475127742,-0.00317609676508585,-0.00508681013727338,-0.000205019761503002,-0.000911385442845837,-0.0137779914820468,-0.00542952635199495,-0.0100957326185418,-0.00660983686482861,-0.0517792581928415
-0.015116737766088,0.000776238122983098,0.000878589833276242,-0.00419057838472221,0.000136572301473234,-0.00166077771522191,-0.0116083184705513,0.00206852493519294,-3.75415849961297e-05,-0.00312138588580693,7.97163636046564e-05,0.0436804638554199,-0.0187696019939392,0.0396313078903976,0.00123895474027848,0.0312012876331927
-0.00311328647178873,-0.000693982173664028,-0.000425243579881961,-0.00444599676709577,-0.000360182139440733,-0.00369527238606621,-0.0110526488074848,-0.00184449652784983,-0.00230182841614915,0.00144406944222251,0.00293480453719073,-0.0227385633606556,0.068958379008912,-0.0195315775983165,0.0507631371439784,-0.0310825508936931
-0.00602631435581424,0.000201576080492145,0.000142530922348121,0.000133012901014041,-0.00142202742051168,0.000991908694559963,-0.0151862722585788,-6.56059359112804e-05,-0.00306496465216266,-0.00684743948832661,-0.00795004767932311,0.00682742507197679,0.00377541301052607,0.00858539383992198,0.00485007403798497,0.0639289035278013
-0.0151166624244014,0.000776239633725542,0.000878586618987359,-0.00419057242136822,0.000136568642398404,-0.00166077311231321,-0.0116083317185351,0.002068519461814,-3.75451853287381e-05,-0.00312138113858241,7.97192467551928e-05,0.0436803969406494,-0.0187695239197133,0.0396312578806551,0.0012390168746377,0.0312011853011568
-0.00311329713743691,-0.000693978601540951,-0.000425243854694695,-0.00444598736068835,-0.000360181735106025,-0.0036952692194287,-0.0110526260285063,-0.00184449548729441,-0.0023018272438778,0.00144406449730018,0.00293479817067535,-0.0227385299731242,0.068958342792524,-0.0195315483702409,0.0507631119675314,-0.0310825213019511
-0.0271827658529009,-0.000803412839028137,-0.0016592990103267,0.00235217006286413,-0.00395305887402622,-0.000195813664035653,-0.0224472660130836,-0.00392416199103385,-0.00752039637329664,0.00366192410552638,0.00226407967253181,-0.0198612343610954,0.014256797246228,-0.0193392731286017,0.00210283647726259,-0.000996203200768254
-0.021417003477705,0.00268719323543844,0.00135242410623001,0.00303503554985785,0.00318098246671123,0.00254082306456879,0.0125867117137022,0.00153926622231298,0.00362823515507813,0.000581511466214643,0.000967744454373679,0.00433358442863764,-0.026772731618899,0.00214754942551402,-0.0164322908748947,-0.0238459736758927
0.0764769184386834,-0.00287795847134906,-0.000898927358856212,-0.000438307925307298,0.00322690003455117,0.00244319616535576,0.0531893699170838,-0.00145555712870623,0.00869844444968858,0.0015746846196147,0.00323806522242749,-0.0195497060827662,-0.00426274000198286,-0.0161624629760612,-0.00439865171764457,-0.0249124134943036
-0.0141745231506115,-0.00616055353107787,0.00272567970007068,-0.00688742373694918,0.00422953690473437,-0.00510356673760988,0.0328122947135597,0.00610575991880693,0.00861874562266437,0.00247324307972629,-0.00316019547052329,0.0129195857559032,-0.0399075154180559,0.00306987775334514,-0.0448568455378852,-0.0031563258365279
