head_body_distance_tr,body_speed_x_tr,body_speed_y_tr,head_speed_x_tr,head_speed_y_tr,head_body_dist_change_tr,head_rotation_tr,body_speed_tr,head_speed_tr,body_acceleration_tr,head_acceleration_tr,body_coord_x_tr,body_coord_y_tr,head_coord_x_tr,head_coord_y_tr,temp_tr
-0.0489253405958759,-1.66339554298301e-05,-0.0203563936870064,-0.00580758054490762,-0.0318453816898055,0.0036835511777147,-0.0294532642639908,-0.0332993469664271,-0.0413234722986089,0.00357187918989673,0.00288324652624186,0.216538630037994,0.1876929875801,0.178290793384642,0.149128634572163,-0.0302723797725506
-0.0618486177398434,-0.0105637684945796,-0.00760174064793723,-0.00829900442516763,-0.0207703835789937,0.00236184288943643,-0.0217270491647173,-0.0158864248960154,-0.0302647547335796,0.000916507183025297,-0.000285951918132855,0.189981227258504,0.184112612773443,0.158253683334471,0.144212684820797,-0.0295497800070234
-0.0736778242293266,-0.0200433334074446,0.00405132337856673,-0.0110594807825713,-0.0110766372513529,0.00112487058334557,-0.015174384466364,-0.000141206542941307,-0.0206760097232236,-0.00165599479232045,-0.00330888928688404,0.163197317344178,0.174148574136139,0.138174030567003,0.135232112846624,-0.0306059246610179
-0.0845726627424215,-0.030285171012125,0.0161088171376094,-0.0139307512240183,-0.000666447853920016,-1.45573674726399e-05,-0.00881802255038205,0.0158184624856355,-0.0107419453816171,-0.00402347790923087,-0.00616328175208558,0.134089105611646,0.16153498302013,0.115444545583694,0.123608833864699,-0.0290450604163946
-0.0893060439520843,-0.0304534643942464,0.0170183693545076,-0.0181612720568227,-0.00113615334628229,-8.07120148614299e-05,-0.011625397343001,0.0166227681839858,-0.012998203787988,-0.00478004071451076,-0.00657188883359325,0.127134853961378,0.144848614660127,0.109537894929575,0.113138500969573,-0.0352112124678387
-0.0864493880179667,-0.0222959661302212,0.0138597859081553,-0.016019969224172,-0.00113588279343455,-0.00019261559127417,-0.00902692891625829,0.0135654152068285,-0.0109961171541857,-0.00345887569556583,-0.00505298483161599,0.110972626789376,0.146339534372274,0.0996847029216993,0.117273255777307,-0.0381669069597404
-0.0778590570326351,-0.0148483170871584,0.00874944315399476,-0.00760622350537135,-0.00012306845558149,-5.06959801342588e-05,-0.000945565163187079,0.00963783601495308,-0.00481954334521916,-0.000938851254015062,-0.00206169762742196,0.123491706699771,0.178354326811783,0.115301528145323,0.146098174219,-0.0472635667118132
-0.0639156738782474,-0.0148881954647617,0.0123967012290488,0.00298309923933556,0.014224924794105,-7.2742406470985e-05,0.0180964574514439,0.0178989401992483,0.0169873386731487,0.00100899639347244,0.000362381995622297,0.13985138776496,0.218871886957109,0.134669866937181,0.181675778406907,-0.0521244923724891
-0.0499238620056384,-0.020385091716236,0.0185755154132156,0.011555242754943,0.0252313527878146,-0.00053751015239227,0.0355189928511542,0.0260081864739313,0.035174782905819,0.00272212074871219,0.00199772328695646,0.134129047744819,0.201658526633988,0.134645472572966,0.174507119395654,-0.0738924229270956
-0.0437090413590855,-0.0394465804363628,0.0517123568836376,0.0042926602673317,0.0540361039075282,-7.22492827211817e-05,0.0431447045441713,0.0644213377026629,0.0581944643749659,0.00624753996143718,0.00449665877875496,0.102083980403595,0.154009198252126,0.104785487645524,0.136689608146012,-0.076352528268833
-0.0509524393374632,-0.053219209941264,0.0839465540148282,-0.00521400926015895,0.0776851639433982,0.00114365458127214,0.0438124712302208,0.09697492132891,0.073993448853453,0.00838652088224015,0.00559808071808522,0.0854201592915323,0.137138187539862,0.0879320580457409,0.122010178241183,-0.0539002795757452
-0.0729117176928295,-0.0475258994270011,0.077125023632889,-0.0106799430727628,0.0578323246952785,0.00167015626458795,0.0242804343355087,0.0831870162456602,0.0488848967897363,0.00868164226245604,0.00603736872756762,0.0777829286821059,0.137342019065144,0.0789843736001592,0.124120114260701,-0.0357418861876935
-0.0885023938987475,-0.0319734978158807,0.050570096741749,-0.0105070586656207,0.0249436436843435,0.00169412476491494,0.00482872310902069,0.0487864387566173,0.0155734343971256,0.00764202156595583,0.00593690553756466,0.106152945761522,0.169751718549604,0.100660934722218,0.153036666911576,-0.0270868892515476
-0.103260374480119,-0.0110934915158601,0.00809437158257844,-0.00523347739255814,-0.0156589226363334,0.000431522796220479,-0.00947808943942783,0.000788324646481056,-0.0201786445931269,0.00424628615001895,0.00416665020412199,0.132077875513651,0.210976839350601,0.123380380043039,0.189915093084321,-0.0425694357624092
-0.107028342967741,-0.00571166534027266,-0.0047023957916708,-0.00592286957607071,-0.0230122445672015,-0.000528207632124763,-0.0118921792028518,-0.00805241526520346,-0.026825492165504,0.00287859627003438,0.00342971249970983,0.141447732801956,0.235803061824864,0.135629377020403,0.21387747769269,-0.0494885217347409
-0.111920311604169,-0.00838316656854964,0.00338661544187975,-0.0097409217726127,-0.0106138189126835,-0.000338867154020945,-0.00984166365963792,0.00357045217241785,-0.0186801024200253,0.00222166765424824,0.00259649095171112,0.154389170543231,0.24115207228676,0.150929355106989,0.219436086628998,-0.0473461164391841
-0.112173204894029,-0.00317039471231217,-0.00467117866388004,-0.0121575223990136,-0.0213514879155518,5.75875879070047e-06,-0.0204575361303948,-0.00886002927701799,-0.0334608444420888,0.000436894321107872,0.00105781451640809,0.16784224639176,0.194930806203354,0.163496879023545,0.188789767855497,-0.0446773325559803
-0.101747915887147,0.00882054102910769,-0.0223295545304411,-0.0105567068257357,-0.0433088248663971,-3.47637722934865e-06,-0.0319172440771501,-0.0346181358135641,-0.0556204596585379,-0.0014412431897492,0.00021213094719513,0.17836032994207,0.130533384699631,0.171801093892536,0.142892224419824,-0.0397101350697568
-0.0794097658471171,0.0127984106883304,-0.0209334763703359,-0.0108391339192455,-0.0404607130881542,-0.000234273387850439,-0.032147303449671,-0.0313169581400444,-0.0519749275786468,-0.000868992632358144,0.00169132419959964,0.166890125204375,0.0940677034661916,0.160017801675462,0.114749506872181,-0.0300758791356796
-0.0667550306270558,0.00808134966359603,-0.00486918165106856,-0.00965606117532267,-0.0212736727485757,-0.000628663632790792,-0.0217998714634432,-0.00759020299005797,-0.0301065575384439,0.00189002497967513,0.00479526184777042,0.138715686619241,0.101018671093272,0.134955969320673,0.114483501513394,-0.0157114139632173
-0.0783433121734916,-0.00276010759038651,0.0134234359736094,-0.00836025794791955,-2.8908531118095e-05,-0.000760214358354005,-0.00791342983648246,0.0172129593900845,-0.00661531620790311,0.00407687839030312,0.00597677742355284,0.112365467631569,0.157114419536932,0.10966862333164,0.142228316713935,-0.0141676109285295
-0.095231805470759,-0.0101702818574206,0.0208715257961201,-0.00381757268330196,0.00793797420547261,-0.000596716910985965,0.00171033643364679,0.0264377240850904,0.00551738717291199,0.00526855651607238,0.00579493593757369,0.111831246008891,0.227725886465348,0.106966454192522,0.185728193934248,-0.0352975097498271
-0.116411313405851,-0.010867939855839,0.0119776869302327,-0.00298969265634933,-0.00332696687711581,-0.000403547302874765,-0.00164900266363887,0.0123798760224729,-0.00579700128044544,0.00315550899359332,0.00298738762804707,0.135100102540042,0.277998270459452,0.125096729308383,0.221143527490792,-0.0684205096079648
-0.127470256789286,-0.00879139616965164,0.00265519174254304,-0.00865768602936704,-0.0144263744577844,-0.000160601942841676,-0.012189840229411,0.00042105960656403,-0.020952069645474,0.00153113902831114,0.00109437410941708,0.152405131115876,0.281477263503063,0.136096219685254,0.224169536418491,-0.0955462051150602
